,date,beach_address,beach_name,country_state,country,latitude,longitude,timestamp,datetime,datum,LAT,HAT,date_beach_address
19,2020-04-27,Belongil Bay New South Wales AUSTRALIA,Belongil Bay,New South Wales,AUSTRALIA,-28.633732799999997,153.6003455,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8891409301757812,1.1658721160888672,2020-04-27|Belongil Bay New South Wales AUSTRALIA
20,2020-04-27,Urunga area New South Wales AUSTRALIA,Urunga area,New South Wales,AUSTRALIA,-30.5,153.01666699999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8764799499511718,1.1311502838134766,2020-04-27|Urunga area New South Wales AUSTRALIA
21,2020-04-27,North Cottesloe Western Australia AUSTRALIA,North Cottesloe,Western Australia,AUSTRALIA,-31.9819839,115.76097040000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.435899543762207,0.46491676330566406,2020-04-27|North Cottesloe Western Australia AUSTRALIA
22,2020-04-27,Catseye Beach Hamilton Island Whitsundays Queensland AUSTRALIA,Catseye Beach,Queensland,AUSTRALIA,-20.3464395,148.9574515,1587913200,2020-04-26T15:00:00+00:00,MSL,-2.0532640075683593,2.549216613769531,2020-04-27|Catseye Beach Hamilton Island Whitsundays Queensland AUSTRALIA
23,2020-04-27,Nambucca New South Wales AUSTRALIA,Nambucca,New South Wales,AUSTRALIA,-30.666463,152.73238840000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8763770294189454,1.129675064086914,2020-04-27|Nambucca New South Wales AUSTRALIA
24,2020-04-27,7 Mile Beach Gerroa New South Wales AUSTRALIA,7 Mile Beach,New South Wales,AUSTRALIA,-34.7699,150.813133,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8547678375244141,1.0267119598388672,2020-04-27|7 Mile Beach Gerroa New South Wales AUSTRALIA
25,2020-04-27,Pyramids Beach Mandurah Western Australia AUSTRALIA,Pyramids Beach,Western Australia,AUSTRALIA,-32.603604100000005,115.6304031,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43359607696533203,0.4594403076171875,2020-04-27|Pyramids Beach Mandurah Western Australia AUSTRALIA
26,2020-04-27,Shelly Beach Ballina New South Wales AUSTRALIA,Shelly Beach,New South Wales,AUSTRALIA,-28.863228499999998,153.59435119999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8866371154785156,1.1665674591064452,2020-04-27|Shelly Beach Ballina New South Wales AUSTRALIA
27,2020-04-27,Cid Harbor Whitsundays Queensland AUSTRALIA,Cid Harbor,Queensland,AUSTRALIA,-20.25,148.93333330000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.7719540405273437,2.2005413818359374,2020-04-27|Cid Harbor Whitsundays Queensland AUSTRALIA
28,2020-04-27,Guillotines surf break Shire of Augusta Margaret River Western Australia AUSTRALIA,Guillotines surf break,Western Australia,AUSTRALIA,-34.1622739,115.18891599999999,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5179893112182617,0.5272737121582032,2020-04-27|Guillotines surf break Shire of Augusta Margaret River Western Australia AUSTRALIA
