,date_beach_address,height_low_tide_max,height_low_tide_min,height_low_tide_mean,date,beach_address,beach_name,country_state,country,latitude,longitude
28,2020-04-27|Albert Park in Port Phillip Bay Victoria AUSTRALIA,-0.05599107678193013,-0.3929429686686161,-0.22446702272527314,2020-04-27,Albert Park in Port Phillip Bay Victoria AUSTRALIA,Albert Park in Port Phillip Bay,Victoria,AUSTRALIA,-37.8438609,144.95145359999998
29,2020-04-27|Aldinga Beach South Australia AUSTRALIA,-0.7199753523663059,-0.9131484976300756,-0.8165619249981908,2020-04-27,Aldinga Beach South Australia AUSTRALIA,Aldinga Beach,South Australia,AUSTRALIA,-35.281,138.454
30,2020-04-27|Alexandra Headland near Mooloolaba Queensland AUSTRALIA,-0.44282933020200904,-0.5530600928839352,-0.49794471154297215,2020-04-27,Alexandra Headland near Mooloolaba Queensland AUSTRALIA,Alexandra Headland near Mooloolaba,Queensland,AUSTRALIA,-26.673000000000002,153.101
31,2020-04-27|Alma Bay Magnetic Island Townsville Queensland AUSTRALIA,-0.1503624883399585,-0.6767712629966759,-0.4135668756683172,2020-04-27,Alma Bay Magnetic Island Townsville Queensland AUSTRALIA,Alma Bay,Queensland,AUSTRALIA,-19.148322,146.868517
32,2020-04-27|Altona Melbourne Victoria AUSTRALIA,-0.055423424292433104,-0.3909954054318373,-0.2232094148621352,2020-04-27,Altona Melbourne Victoria AUSTRALIA,Altona,Victoria,AUSTRALIA,-37.863151200000004,144.81202180000002
33,2020-04-27|Amity Point North Stradbroke Island Queensland AUSTRALIA,-0.7017411007584918,-0.786035331188991,-0.7438882159737414,2020-04-27,Amity Point North Stradbroke Island Queensland AUSTRALIA,Amity Point,Queensland,AUSTRALIA,-27.397250800000002,153.45375990000002
34,2020-04-27|Anglesea Victoria AUSTRALIA,-0.5825427364744199,-1.0420855883198523,-0.8123141623971362,2020-04-27,Anglesea Victoria AUSTRALIA,Anglesea,Victoria,AUSTRALIA,-38.4096639,144.18251709999998
35,2020-04-27|Angourie New South Wales AUSTRALIA,-0.48424069586124835,-0.5058308405636394,-0.4950357682124439,2020-04-27,Angourie New South Wales AUSTRALIA,Angourie,New South Wales,AUSTRALIA,-29.479166999999997,153.359444
36,2020-04-27|Angourie near Yamba New South Wales AUSTRALIA,-0.48424069586124835,-0.5058308405636394,-0.4950357682124439,2020-04-27,Angourie near Yamba New South Wales AUSTRALIA,Angourie,New South Wales,AUSTRALIA,-29.479166999999997,153.359444
37,2020-04-27|Arakoons Little Bay New South Wales AUSTRALIA,-0.37087085184044366,-0.5281484319835971,-0.44950964191202036,2020-04-27,Arakoons Little Bay New South Wales AUSTRALIA,Arakoon's Little Bay,New South Wales,AUSTRALIA,-33.980540000000005,151.24301
38,2020-04-27|Archies Beach Queensland AUSTRALIA,-1.0335381465370435,-1.0335381465370435,-1.0335381465370435,2020-04-27,Archies Beach Queensland AUSTRALIA,Archie's Beach,Queensland,AUSTRALIA,-20.9175738,142.7027956
39,2020-04-27|Ardrossan South Australia AUSTRALIA,-1.0927146221198785,-1.0927146221198785,-1.0927146221198785,2020-04-27,Ardrossan South Australia AUSTRALIA,Ardrossan,South Australia,AUSTRALIA,-34.419107399999994,137.91780119999999
40,2020-04-27|Arlington Reef near Cairns Queensland AUSTRALIA,-0.03621279475598244,-0.5729538230596863,-0.3045833089078344,2020-04-27,Arlington Reef near Cairns Queensland AUSTRALIA,Arlington Reef near Cairns,Queensland,AUSTRALIA,-16.688272899999998,146.0357725
41,2020-04-27|Arrawarra Headland New South Wales AUSTRALIA,-0.47487318685514607,-0.5058137719076956,-0.49034347938142087,2020-04-27,Arrawarra Headland New South Wales AUSTRALIA,Arrawarra Headland,New South Wales,AUSTRALIA,-30.068610999999997,153.195278
42,2020-04-27|At Flat Top near Mackay Queensland AUSTRALIA,-1.382470655110588,-1.42298815909624,-1.402729407103414,2020-04-27,At Flat Top near Mackay Queensland AUSTRALIA,At Flat Top,Queensland,AUSTRALIA,-21.162427899999997,149.24560830000001
43,2020-04-27|Auckland Creek Gladstone Queensland AUSTRALIA,-0.8627838099324384,-0.9708660522987035,-0.916824931115571,2020-04-27,Auckland Creek Gladstone Queensland AUSTRALIA,Auckland Creek,Queensland,AUSTRALIA,-23.875737899999997,151.24061310000002
44,2020-04-27|Austinmer New South Wales AUSTRALIA,-0.3629517186116104,-0.5275927710097832,-0.4452722448106968,2020-04-27,Austinmer New South Wales AUSTRALIA,Austinmer,New South Wales,AUSTRALIA,-34.306311,150.93451000000002
45,2020-04-27|Avalon Beach New South Wales AUSTRALIA,-0.37775956393728005,-0.5311679566788544,-0.45446376030806723,2020-04-27,Avalon Beach New South Wales AUSTRALIA,Avalon Beach,New South Wales,AUSTRALIA,-33.6302836,151.3297698
46,2020-04-27|Avalon Beach near Mandurah 50 miles south of Perth Western Australia AUSTRALIA,-0.12031115435350535,-0.20606047089623414,-0.16318581262486975,2020-04-27,Avalon Beach near Mandurah 50 miles south of Perth Western Australia AUSTRALIA,Avalon Beach,Western Australia,AUSTRALIA,-32.5933864,115.6364088
47,2020-04-27|Avalon New South Wales AUSTRALIA,-0.37775956393728005,-0.5311679566788544,-0.45446376030806723,2020-04-27,Avalon New South Wales AUSTRALIA,Avalon,New South Wales,AUSTRALIA,-33.6302836,151.3297698
48,2020-04-27|Avalon Point Manurah Western Australia AUSTRALIA,-0.12053510178671356,-0.2063749818047715,-0.16345504179574255,2020-04-27,Avalon Point Manurah Western Australia AUSTRALIA,Avalon Point,Western Australia,AUSTRALIA,-32.5947053,115.6329821
49,2020-04-27|Avoca Beach New South Wales AUSTRALIA,-0.38367904074607956,-0.5317987600601202,-0.45773890040309984,2020-04-27,Avoca Beach New South Wales AUSTRALIA,Avoca Beach,New South Wales,AUSTRALIA,-33.465,151.435
50,2020-04-27|Backbeach Halls Head Western Australia AUSTRALIA,-0.12208982174119389,-0.2060461950206143,-0.1640680083809041,2020-04-27,Backbeach Halls Head Western Australia AUSTRALIA,Backbeach,Western Australia,AUSTRALIA,-32.5293276,115.6941929
51,2020-04-27|Badger Head Tasmania AUSTRALIA,-0.8865447712540229,-1.3154181444759185,-1.1009814578649708,2020-04-27,Badger Head Tasmania AUSTRALIA,Badger Head,Tasmania,AUSTRALIA,-41.1291591,146.731436
52,2020-04-27|Bald Island Western Australia AUSTRALIA,-0.17342923733299453,-0.18358766343508742,-0.17850845038404098,2020-04-27,Bald Island Western Australia AUSTRALIA,Bald Island,Western Australia,AUSTRALIA,-34.9233188,118.46887759999998
53,2020-04-27|Balmain Sydney Estuary New South Wales AUSTRALIA,-0.3729549192866717,-0.5287400255451896,-0.45084747241593065,2020-04-27,Balmain Sydney Estuary New South Wales AUSTRALIA,Balmain,New South Wales,AUSTRALIA,-33.85895,151.17906000000002
54,2020-04-27|Bantry Bay near Ironstone Point Middle Harbor Sydney New South Wales AUSTRALIA,-0.3745259928563172,-0.528720405804526,-0.4516231993304216,2020-04-27,Bantry Bay near Ironstone Point Middle Harbor Sydney New South Wales AUSTRALIA,Bantry Bay,New South Wales,AUSTRALIA,-33.7806576,151.2151164
55,2020-04-27|Bar Beach Newcastle New South Wales AUSTRALIA,-0.39898988621779424,-0.5341853773299828,-0.4665876317738885,2020-04-27,Bar Beach Newcastle New South Wales AUSTRALIA,Bar Beach,New South Wales,AUSTRALIA,-32.94,151.767778
56,2020-04-27|Bargara Queensland AUSTRALIA,-0.6958878721249048,-0.8266349774865609,-0.7612614248057328,2020-04-27,Bargara Queensland AUSTRALIA,Bargara,Queensland,AUSTRALIA,-24.8312314,152.4592208
57,2020-04-27|Barren Joey Island Tasmania AUSTRALIA,-0.8543581246752586,-1.2883034724082112,-1.0713307985417349,2020-04-27,Barren Joey Island Tasmania AUSTRALIA,Barren Joey Island,Tasmania,AUSTRALIA,-40.94228579999999,146.98485580000002
58,2020-04-27|Barrier Reef Queensland AUSTRALIA,-0.06501446267859652,-0.5878482485317523,-0.32643135560517444,2020-04-27,Barrier Reef Queensland AUSTRALIA,Barrier Reef,Queensland,AUSTRALIA,-18.2870668,147.6991918
59,2020-04-27|Barrier Reef off Mackay Queensland AUSTRALIA,-1.3405142857925576,-1.3830026245664835,-1.3617584551795205,2020-04-27,Barrier Reef off Mackay Queensland AUSTRALIA,Barrier Reef off Mackay,Queensland,AUSTRALIA,-21.1424956,149.1821469
60,2020-04-27|Barrow Passage Western Australia AUSTRALIA,-0.6107425084892036,-0.9655641620428945,-0.788153335266049,2020-04-27,Barrow Passage Western Australia AUSTRALIA,Barrow Passage,Western Australia,AUSTRALIA,-20.780434200000002,115.4022706
61,2020-04-27|Barrow Point 100 miles north of Cooktown Queensland Queensland AUSTRALIA,-0.023895281701000363,-0.560700120540472,-0.2922977011207362,2020-04-27,Barrow Point 100 miles north of Cooktown Queensland Queensland AUSTRALIA,Barrow Point,Queensland,AUSTRALIA,-15.4758164,145.2470981
62,2020-04-27|Bass Point New South Wales AUSTRALIA,-0.3548550713880233,-0.5279517034702531,-0.4414033874291382,2020-04-27,Bass Point New South Wales AUSTRALIA,Bass Point,New South Wales,AUSTRALIA,-34.5959607,150.9018394
63,2020-04-27|Batemans Bay New South Wales AUSTRALIA,-0.3238480295938842,-0.5240673938322198,-0.42395771171305197,2020-04-27,Batemans Bay New South Wales AUSTRALIA,Bateman's Bay,New South Wales,AUSTRALIA,-35.7143871,150.1794707
64,2020-04-27|Bathurst Reef Rottnest Island Western Australia AUSTRALIA,-0.11557601912605465,-0.20327780373939744,-0.15942691143272605,2020-04-27,Bathurst Reef Rottnest Island Western Australia AUSTRALIA,Bathurst Reef,Western Australia,AUSTRALIA,-31.989356899999997,115.5407453
65,2020-04-27|Batt Reef Queensland AUSTRALIA,-0.04346767484500206,-0.583910729200098,-0.31368920202255,2020-04-27,Batt Reef Queensland AUSTRALIA,Batt Reef,Queensland,AUSTRALIA,-16.415952800000003,145.7710071
66,2020-04-27|Beechford Tasmania AUSTRALIA,-0.8696989519449568,-1.3018981294189906,-1.0857985406819737,2020-04-27,Beechford Tasmania AUSTRALIA,Beechford,Tasmania,AUSTRALIA,-41.042725299999994,146.9720846
67,2020-04-27|Beecroft Head New South Wales AUSTRALIA,-0.34646888186508645,-0.5258889408606757,-0.4361789113628811,2020-04-27,Beecroft Head New South Wales AUSTRALIA,Beecroft Head,New South Wales,AUSTRALIA,-35.0135426,150.84937340000002
68,2020-04-27|Belfast now Port Fairy South Australia AUSTRALIA,-0.08486957840802888,-0.4509784578599751,-0.26792401813400196,2020-04-27,Belfast now Port Fairy South Australia AUSTRALIA,Belfast (now Port Fairy),South Australia,AUSTRALIA,-38.3860016,142.2356621
69,2020-04-27|Bellambi New South Wales AUSTRALIA,-0.36161958215172624,-0.5276915951725227,-0.4446555886621245,2020-04-27,Bellambi New South Wales AUSTRALIA,Bellambi,New South Wales,AUSTRALIA,-34.366667,150.916667
70,2020-04-27|Bellambi Reef New South Wales AUSTRALIA,-0.36161958215172624,-0.5276915951725227,-0.4446555886621245,2020-04-27,Bellambi Reef New South Wales AUSTRALIA,Bellambi Reef,New South Wales,AUSTRALIA,-34.373611100000005,150.93472219999998
71,2020-04-27|Bellingen New South Wales AUSTRALIA,-0.4665389374702018,-0.5053057304533077,-0.48592233396175477,2020-04-27,Bellingen New South Wales AUSTRALIA,Bellingen,New South Wales,AUSTRALIA,-30.4522423,152.8979566
72,2020-04-27|Bellinger Head New South Wales AUSTRALIA,-0.4665389374702018,-0.5053057304533077,-0.48592233396175477,2020-04-27,Bellinger Head New South Wales AUSTRALIA,Bellinger Head,New South Wales,AUSTRALIA,-30.502025699999997,153.02505980000004
73,2020-04-27|Bells Beach Victoria AUSTRALIA,-0.6032717345306937,-1.0677419205449679,-0.8355068275378308,2020-04-27,Bells Beach Victoria AUSTRALIA,Bells Beach,Victoria,AUSTRALIA,-38.366944000000004,144.284722
74,2020-04-27|Bellynahinch on the Manning River New South Wales AUSTRALIA,-0.4300319931200997,-0.5262793179067046,-0.4781556555134021,2020-04-27,Bellynahinch on the Manning River New South Wales AUSTRALIA,"""Bellynahinch"" on the Manning River",New South Wales,AUSTRALIA,-31.8518472,152.10067469999998
75,2020-04-27|Belongil Bay New South Wales AUSTRALIA,-0.47582469689344303,-0.5063280172619179,-0.4910763570776805,2020-04-27,Belongil Bay New South Wales AUSTRALIA,Belongil Bay,New South Wales,AUSTRALIA,-28.633732799999997,153.6003455
76,2020-04-27|Belongil Beach Byron Bay New South Wales AUSTRALIA,-0.47582469689344303,-0.5063280172619179,-0.4910763570776805,2020-04-27,Belongil Beach Byron Bay New South Wales AUSTRALIA,Belongil Beach,New South Wales,AUSTRALIA,-28.633732799999997,153.6003455
77,2020-04-27|Bermagui New South Wales AUSTRALIA,-0.3122085311569501,-0.5187681841266137,-0.41548835764178194,2020-04-27,Bermagui New South Wales AUSTRALIA,Bermagui,New South Wales,AUSTRALIA,-36.4433701,150.061362
78,2020-04-27|Bernier Island Shark Bay Western Australia AUSTRALIA,-0.13112748595169652,-0.4716847875445482,-0.30140613674812233,2020-04-27,Bernier Island Shark Bay Western Australia AUSTRALIA,Bernier Island,Western Australia,AUSTRALIA,-24.8504267,113.1381998
79,2020-04-27|Berrys Bay Sydney Harbour New South Wales AUSTRALIA,-0.3729549192866717,-0.5287400255451896,-0.45084747241593065,2020-04-27,Berrys Bay Sydney Harbour New South Wales AUSTRALIA,Berry's Bay,New South Wales,AUSTRALIA,-33.8462182,151.2488616
