iter	Passed	Remaining
1665	118280	94709
1666	118340	94630
1667	118401	94550
1668	118487	94491
1669	118549	94413
1670	118600	94326
1671	118666	94252
1672	118727	94172
1673	118781	94088
1674	118863	94026
1675	118920	93944
1676	118974	93860
1677	119038	93783
1678	119108	93712
1679	119169	93632
1680	119253	93572
1681	119309	93489
1682	119365	93407
1683	119428	93330
1684	119478	93242
1685	119541	93166
1686	119622	93102
1687	119687	93027
1688	119748	92948
1689	119803	92865
1690	119853	92778
1691	119917	92702
1692	120000	92640
1693	120056	92557
1694	120125	92486
1695	120194	92413
1696	120256	92335
1697	120313	92254
1698	120436	92223
1699	120514	92158
1700	120579	92083
1701	120640	92004
1702	120702	91926
1703	120767	91851
1704	120858	91795
1705	120924	91721
1706	120991	91647
1707	121060	91574
1708	121115	91492
1709	121178	91415
1710	121274	91363
1711	121338	91287
1712	121403	91211
1713	121466	91135
1714	121521	91052
1715	121586	90977
1716	121652	90903
1717	121717	90827
1718	121772	90745
1719	121833	90667
1720	121889	90584
1721	121956	90511
1722	122041	90450
1723	122103	90373
1724	122165	90296
1725	122231	90222
1726	122296	90146
1727	122361	90071
1728	122450	90013
1729	122512	89936
1730	122573	89858
1731	122637	89783
1732	122702	89708
1733	122768	89633
1734	122843	89566
1735	122906	89489
1736	122967	89411
1737	123028	89333
1738	123084	89252
1739	123151	89178
1740	123235	89117
1741	123296	89039
1742	123351	88957
1743	123410	88878
1744	123473	88802
1745	123546	88732
1746	123632	88672
1747	123697	88598
1748	123759	88520
1749	123808	88434
1750	123864	88353
1751	123926	88276
1752	124010	88215
1753	124072	88138
1754	124134	88061
1755	124198	87985
1756	124262	87909
1757	124325	87833
1758	124404	87769
1759	124467	87692
1760	124522	87611
1761	124578	87530
1762	124633	87448
1763	124700	87375
1764	124787	87315
1765	124848	87238
1766	124907	87159
1767	124971	87083
1768	125028	87003
1769	125094	86929
1770	125181	86870
1771	125243	86794
1772	125300	86713
1773	125359	86634
1774	125422	86558
1775	125484	86482
1776	125562	86417
1777	125627	86342
1778	125692	86267
1779	125756	86192
1780	125829	86123
1781	125902	86054
1782	125974	85984
1783	126032	85905
1784	126095	85829
1785	126156	85752
1786	126206	85667
1787	126267	85590
1788	126350	85528
1789	126413	85452
1790	126475	85376
1791	126537	85299
1792	126599	85223
1793	126662	85147
1794	126747	85086
1795	126801	85004
1796	126865	84929
1797	126924	84851
1798	126988	84776
1799	127050	84700
1800	127140	84642
1801	127201	84565
1802	127252	84482
1803	127313	84405
1804	127379	84331
1805	127445	84258
1806	127528	84195
1807	127590	84119
1808	127647	84039
1809	127711	83965
1810	127766	83884
1811	127822	83803
1812	127893	83734
1813	127955	83657
1814	128011	83577
1815	128056	83490
1816	128127	83420
1817	128197	83349
1818	128282	83288
1819	128342	83210
1820	128404	83134
1821	128467	83059
1822	128526	82981
1823	128590	82907
1824	128673	82844
1825	128737	82770
1826	128799	82694
1827	128843	82606
1828	128902	82528
1829	128963	82452
1830	129046	82389
1831	129102	82309
1832	129155	82228
1833	129221	82154
1834	129296	82087
1835	129354	82008
1836	129436	81945
1837	129502	81872
1838	129553	81789
1839	129616	81714
1840	129681	81640
1841	129742	81564
1842	129829	81504
1843	129886	81425
1844	129949	81350
1845	130012	81275
1846	130074	81199
1847	130140	81126
1848	130228	81067
1849	130291	80991
1850	130350	80914
1851	130422	80845
1852	130487	80771
1853	130549	80695
1854	130634	80633
1855	130700	80560
1856	130759	80483
1857	130803	80396
1858	130864	80320
1859	130921	80242
1860	131003	80178
1861	131060	80100
1862	131125	80026
1863	131181	79947
1864	131226	79861
1865	131293	79789
1866	131379	79728
1867	131436	79649
1868	131508	79580
1869	131573	79507
1870	131624	79424
1871	131692	79352
1872	131777	79291
1873	131836	79214
1874	131900	79140
1875	131959	79063
1876	132020	78987
1877	132074	78907
1878	132160	78846
1879	132223	78771
1880	132278	78691
1881	132340	78616
1882	132390	78534
1883	132448	78456
1884	132521	78388
1885	132582	78312
1886	132650	78240
1887	132720	78169
1888	132782	78094
1889	132841	78017
1890	132926	77956
1891	132990	77882
1892	133047	77804
1893	133114	77732
1894	133179	77658
1895	133241	77583
1896	133330	77524
1897	133394	77450
1898	133445	77368
1899	133506	77293
1900	133562	77214
1901	133602	77127
1902	133679	77060
1903	133740	76984
1904	133807	76913
1905	133878	76842
1906	133937	76766
1907	134002	76693
1908	134091	76633
1909	134148	76555
1910	134210	76480
1911	134270	76405
1912	134330	76329
1913	134387	76251
1914	134472	76189
1915	134517	76104
1916	134577	76028
1917	134632	75950
1918	134698	75877
1919	134763	75804
1920	134838	75737
1921	134903	75663
1922	134963	75588
1923	135034	75517
1924	135096	75443
1925	135160	75369
1926	135238	75303
1927	135300	75229
1928	135357	75151
1929	135415	75075
1930	135477	75000
1931	135536	74923
1932	135619	74860
1933	135681	74786
1934	135744	74711
1935	135798	74633
1936	135856	74556
1937	135906	74474
1938	135990	74412
1939	136031	74326
1940	136101	74256
1941	136171	74185
1942	136234	74112
1943	136275	74026
1944	136350	73958
1945	136404	73879
1946	136463	73803
1947	136517	73724
1948	136577	73649
1949	136644	73577
1950	136732	73517
1951	136789	73440
1952	136851	73366
1953	136911	73290
1954	136954	73205
1955	137017	73131
1956	137099	73068
1957	137163	72995
1958	137223	72919
1959	137281	72843
1960	137343	72768
1961	137410	72697
1962	137497	72636
1963	137554	72559
1964	137619	72486
1965	137680	72411
1966	137746	72339
1967	137802	72262
1968	137888	72200
1969	137949	72126
1970	138012	72052
1971	138075	71978
1972	138131	71901
1973	138195	71827
1974	138266	71758
1975	138329	71684
1976	138382	71606
1977	138444	71532
1978	138508	71459
1979	138572	71385
1980	138660	71324
1981	138725	71252
1982	138791	71180
1983	138854	71106
1984	138916	71032
1985	138977	70958
1986	139064	70897
1987	139122	70820
1988	139182	70746
1989	139246	70672
1990	139309	70599
1991	139373	70526
1992	139461	70465
1993	139518	70389
1994	139593	70321
1995	139659	70249
1996	139721	70175
1997	139785	70102
1998	139863	70036
1999	139926	69963
2000	139988	69889
2001	140053	69816
2002	140114	69742
2003	140177	69669
2004	140266	69608
2005	140327	69534
2006	140377	69454
2007	140440	69381
2008	140505	69308
2009	140568	69235
2010	140651	69171
2011	140716	69099
2012	140782	69027
2013	140838	68950
2014	140893	68873
2015	140956	68800
2016	141058	68745
2017	141124	68673
2018	141187	68600
2019	141250	68527
2020	141313	68454
2021	141367	68376
2022	141451	68313
2023	141514	68240
2024	141578	68167
2025	141640	68093
2026	141706	68021
2027	141771	67949
2028	141842	67880
2029	141907	67808
2030	141970	67734
2031	142021	67655
2032	142084	67582
2033	142140	67506
2034	142223	67442
2035	142277	67365
2036	142337	67290
2037	142373	67204
2038	142434	67130
2039	142495	67056
2040	142573	66990
2041	142636	66917
2042	142691	66840
2043	142752	66766
2044	142815	66693
2045	142872	66617
2046	142962	66557
2047	143034	66488
2048	143091	66413
2049	143141	66333
2050	143196	66257
2051	143257	66183
2052	143341	66119
2053	143394	66042
2054	143461	65971
2055	143520	65896
2056	143582	65823
2057	143640	65747
2058	143723	65684
2059	143787	65611
2060	143849	65538
2061	143914	65466
2062	143977	65393
2063	144028	65315
2064	144126	65258
2065	144199	65189
2066	144259	65115
2067	144317	65040
2068	144380	64967
2069	144443	64894
2070	144529	64832
2071	144594	64760
2072	144660	64688
2073	144718	64613
2074	144783	64541
2075	144845	64468
2076	144931	64406
2077	144990	64331
2078	145047	64256
2079	145109	64183
2080	145172	64110
2081	145238	64038
2082	145332	63979
2083	145382	63901
2084	145437	63824
2085	145488	63747
2086	145549	63673
2087	145610	63599
2088	145693	63536
2089	145758	63464
2090	145820	63391
2091	145881	63317
2092	145942	63244
2093	146004	63170
2094	146087	63106
2095	146159	63038
2096	146215	62962
2097	146277	62889
2098	146327	62811
2099	146390	62738
2100	146482	62678
2101	146545	62605
2102	146600	62530
2103	146649	62451
2104	146703	62375
2105	146768	62303
2106	146851	62239
2107	146910	62165
2108	146954	62084
2109	147006	62007
2110	147069	61934
2111	147133	61863
2112	147223	61801
2113	147285	61728
2114	147352	61657
2115	147426	61590
2116	147484	61515
2117	147558	61447
2118	147639	61382
2119	147699	61309
2120	147761	61236
2121	147826	61164
2122	147870	61084
2123	147933	61012
2124	148017	60948
2125	148079	60875
2126	148141	60802
2127	148208	60732
2128	148270	60659
2129	148332	60586
2130	148419	60523
2131	148482	60451
2132	148546	60379
2133	148600	60303
2134	148670	60234
2135	148736	60163
2136	148822	60100
2137	148882	60026
2138	148925	59946
2139	148986	59873
2140	149049	59800
2141	149114	59729
2142	149201	59666
2143	149257	59591
2144	149317	59518
2145	149378	59445
2146	149438	59371
2147	149502	59299
2148	149585	59235
2149	149645	59162
2150	149707	59089
2151	149779	59020
2152	149856	58954
2153	149919	58881
2154	150004	58818
2155	150069	58747
2156	150131	58674
2157	150195	58602
2158	150256	58529
2159	150318	58457
2160	150401	58392
2161	150457	58317
2162	150512	58242
2163	150577	58171
2164	150645	58100
2165	150701	58026
2166	150773	57957
2167	150835	57885
2168	150908	57816
2169	150973	57745
2170	151040	57674
2171	151103	57603
2172	151195	57541
2173	151259	57470
2174	151321	57397
2175	151382	57325
2176	151444	57252
2177	151507	57180
2178	151580	57112
2179	151630	57035
2180	151685	56960
2181	151746	56887
2182	151810	56815
2183	151876	56745
2184	151963	56681
2185	152020	56607
2186	152092	56539
2187	152157	56467
2188	152225	56397
2189	152288	56325
2190	152372	56261
2191	152420	56184
2192	152475	56109
2193	152538	56037
2194	152588	55960
2195	152645	55886
2196	152729	55822
2197	152790	55749
2198	152854	55678
2199	152910	55603
2200	152970	55531
2201	153032	55458
2202	153114	55393
2203	153181	55323
2204	153256	55255
2205	153317	55183
2206	153381	55111
2207	153439	55037
2208	153523	54973
2209	153583	54900
2210	153636	54825
2211	153692	54751
2212	153752	54678
2213	153818	54607
2214	153901	54543
2215	153963	54470
2216	154022	54397
2217	154078	54323
2218	154133	54248
2219	154198	54177
2220	154284	54114
2221	154344	54041
2222	154413	53971
2223	154473	53898
2224	154534	53826
2225	154594	53753
2226	154677	53689
2227	154738	53616
2228	154800	53544
2229	154865	53473
2230	154922	53399
2231	154992	53330
2232	155078	53267
2233	155134	53193
2234	155204	53123
2235	155266	53051
2236	155327	52979
2237	155383	52905
2238	155479	52845
2239	155550	52776
2240	155602	52700
2241	155670	52630
2242	155733	52559
2243	155792	52486
2244	155887	52425
2245	155952	52354
2246	156017	52283
2247	156080	52212
2248	156141	52139
2249	156203	52067
2250	156277	52000
2251	156342	51929
2252	156404	51857
2253	156461	51783
2254	156519	51710
2255	156591	51641
2256	156693	51583
2257	156750	51509
2258	156817	51439
2259	156881	51368
2260	156942	51296
2261	157006	51224
2262	157095	51162
2263	157166	51093
2264	157228	51021
2265	157294	50950
2266	157358	50879
2267	157425	50809
2268	157511	50745
2269	157576	50674
2270	157633	50601
2271	157695	50529
2272	157767	50460
2273	157820	50385
2274	157905	50321
2275	157966	50249
2276	158030	50178
2277	158093	50106
2278	158128	50026
2279	158193	49955
2280	158280	49891
2281	158337	49818
2282	158397	49746
2283	158452	49672
2284	158512	49600
2285	158576	49529
2286	158647	49460
2287	158708	49388
2288	158771	49316
2289	158821	49241
2290	158893	49173
2291	158965	49104
2292	159048	49039
2293	159110	48967
2294	159170	48895
2295	159226	48822
2296	159276	48746
2297	159337	48674
2298	159419	48609
2299	159481	48537
2300	159545	48466
2301	159606	48394
2302	159665	48322
2303	159730	48252
2304	159810	48185
2305	159868	48113
2306	159925	48040
2307	159979	47966
2308	160055	47898
2309	160125	47829
2310	160211	47765
2311	160270	47692
2312	160330	47620
2313	160391	47548
2314	160451	47476
2315	160514	47405
2316	160629	47349
2317	160708	47283
2318	160786	47216
2319	160860	47148
2320	160919	47076
2321	160993	47008
2322	161081	46944
2323	161153	46875
2324	161228	46808
2325	161298	46739
2326	161362	46668
2327	161422	46596
2328	161515	46533
2329	161584	46464
2330	161646	46392
2331	161742	46331
2332	161810	46261
2333	161876	46190
2334	161967	46127
2335	162035	46058
2336	162100	45987
2337	162169	45918
2338	162216	45842
2339	162285	45772
2340	162382	45711
2341	162447	45640
2342	162501	45567
2343	162569	45497
2344	162633	45426
2345	162697	45355
2346	162776	45289
2347	162839	45217
2348	162901	45146
2349	162961	45074
2350	163016	45001
2351	163079	44930
2352	163151	44861
2353	163210	44789
2354	163275	44718
2355	163339	44648
2356	163390	44573
2357	163465	44505
2358	163550	44440
2359	163610	44368
2360	163675	44298
2361	163732	44225
2362	163795	44154
2363	163846	44080
2364	163912	44010
2365	163971	43938
2366	164031	43866
2367	164091	43794
2368	164144	43721
2369	164207	43650
2370	164281	43582
2371	164343	43510
2372	164403	43439
2373	164463	43367
2374	164526	43296
2375	164598	43227
2376	164679	43161
2377	164740	43090
2378	164802	43018
2379	164862	42947
2380	164926	42876
2381	164964	42799
2382	165051	42734
2383	165117	42664
2384	165175	42592
2385	165237	42521
2386	165283	42446
2387	165319	42368
2388	165403	42302
2389	165465	42231
2390	165516	42157
2391	165572	42085
2392	165633	42013
2393	165710	41946
2394	165816	41886
2395	165870	41813
2396	165938	41744
2397	165998	41672
2398	166043	41597
2399	166098	41524
2400	166182	41459
2401	166242	41387
2402	166306	41317
2403	166362	41244
2404	166418	41172
2405	166485	41102
2406	166568	41036
2407	166630	40965
2408	166685	40893
2409	166742	40820
2410	166805	40750
2411	166880	40682
2412	166970	40618
2413	167023	40544
2414	167082	40473
2415	167143	40402
2416	167203	40330
2417	167269	40260
2418	167351	40194
2419	167412	40123
2420	167451	40047
2421	167502	39973
2422	167558	39901
2423	167630	39832
2424	167717	39768
2425	167778	39696
2426	167833	39624
2427	167895	39553
2428	167970	39485
2429	168045	39417
2430	168131	39352
2431	168190	39281
2432	168245	39208
2433	168307	39137
2434	168367	39066
2435	168440	38998
2436	168525	38933
2437	168586	38861
2438	168646	38790
2439	168707	38719
2440	168762	38647
2441	168826	38577
2442	168913	38511
2443	168975	38441
2444	169035	38370
2445	169103	38300
2446	169176	38232
2447	169237	38161
2448	169322	38095
2449	169381	38024
2450	169444	37953
2451	169506	37883
2452	169570	37812
2453	169629	37741
2454	169719	37677
2455	169781	37606
2456	169834	37533
2457	169894	37462
2458	169948	37389
2459	170012	37319
2460	170096	37253
2461	170153	37182
2462	170213	37111
2463	170285	37042
2464	170353	36973
2465	170420	36903
2466	170522	36841
2467	170595	36773
2468	170640	36699
2469	170708	36629
2470	170781	36561
2471	170844	36491
2472	170931	36425
2473	170997	36356
2474	171065	36286
2475	171133	36217
2476	171199	36147
2477	171244	36073
2478	171319	36005
2479	171385	35935
2480	171454	35866
2481	171515	35795
2482	171586	35727
2483	171659	35658
2484	171755	35595
2485	171825	35526
2486	171888	35455
2487	171957	35386
2488	172022	35316
2489	172084	35246
2490	172176	35181
2491	172232	35110
2492	172297	35040
2493	172365	34970
2494	172434	34901
2495	172502	34832
2496	172595	34767
2497	172663	34698
2498	172712	34625
2499	172781	34556
2500	172844	34485
2501	172904	34415
2502	172991	34349
2503	173050	34278
2504	173110	34207
2505	173178	34138
2506	173248	34069
2507	173288	33994
2508	173370	33927
2509	173435	33857
2510	173490	33786
2511	173562	33717
2512	173639	33649
2513	173722	33583
2514	173822	33520
2515	173885	33450
2516	173948	33379
2517	174009	33309
2518	174063	33237
2519	174127	33167
2520	174202	33099
2521	174247	33025
2522	174317	32956
2523	174376	32885
2524	174419	32811
2525	174490	32742
2526	174574	32676
2527	174636	32606
2528	174697	32535
2529	174762	32465
2530	174836	32397
2531	174904	32328
2532	174987	32261
2533	175046	32190
2534	175101	32119
2535	175157	32047
2536	175218	31977
2537	175294	31909
2538	175384	31844
2539	175444	31773
2540	175505	31702
2541	175567	31632
2542	175630	31562
2543	175687	31491
2544	175773	31425
2545	175827	31353
2546	175892	31283
2547	175964	31215
2548	176020	31143
2549	176084	31073
2550	176168	31007
2551	176229	30936
2552	176279	30864
2553	176334	30792
2554	176397	30722
2555	176460	30652
2556	176543	30586
2557	176592	30513
2558	176653	30443
2559	176709	30371
2560	176771	30301
2561	176834	30231
2562	176920	30165
2563	176984	30095
2564	177053	30026
2565	177108	29955
2566	177178	29886
2567	177250	29817
2568	177328	29750
2569	177388	29679
2570	177435	29607
2571	177487	29535
2572	177544	29464
2573	177669	29404
2574	177768	29340
2575	177850	29273
2576	177934	29206
2577	178000	29137
2578	178066	29067
2579	178135	28998
2580	178208	28930
2581	178274	28860
2582	178338	28791
2583	178398	28720
2584	178461	28650
2585	178535	28582
2586	178635	28518
2587	178702	28448
2588	178763	28378
2589	178812	28306
2590	178874	28236
2591	178930	28164
2592	179019	28099
2593	179082	28029
2594	179144	27958
2595	179206	27888
2596	179271	27819
2597	179340	27750
2598	179432	27684
2599	179487	27613
2600	179559	27544
2601	179622	27474
2602	179677	27403
2603	179733	27332
2604	179822	27266
2605	179884	27196
2606	179937	27125
2607	180000	27055
2608	180061	26985
2609	180121	26914
2610	180205	26847
2611	180267	26777
2612	180316	26705
2613	180372	26634
2614	180424	26563
2615	180486	26493
2616	180575	26427
2617	180641	26357
2618	180699	26287
2619	180763	26217
2620	180823	26147
2621	180885	26077
2622	180970	26010
2623	181031	25940
2624	181092	25870
2625	181152	25800
2626	181216	25730
2627	181261	25658
2628	181345	25591
2629	181403	25520
2630	181468	25451
2631	181538	25382
2632	181616	25314
2633	181691	25246
2634	181777	25179
2635	181839	25109
2636	181900	25039
2637	181962	24969
2638	182020	24899
2639	182083	24829
2640	182164	24762
2641	182225	24692
2642	182288	24622
2643	182361	24553
2644	182437	24485
2645	182503	24416
2646	182578	24348
2647	182640	24278
2648	182708	24209
2649	182780	24140
2650	182841	24070
2651	182904	24000
2652	182978	23932
2653	183035	23862
2654	183097	23792
2655	183158	23722
2656	183231	23653
2657	183296	23584
2658	183384	23517
2659	183433	23446
2660	183493	23376
2661	183552	23306
2662	183613	23236
2663	183669	23165
2664	183740	23096
2665	183803	23027
2666	183873	22958
2667	183943	22889
2668	184006	22819
2669	184069	22750
2670	184153	22683
2671	184214	22613
2672	184278	22543
2673	184343	22474
2674	184407	22404
2675	184461	22333
2676	184545	22266
2677	184606	22196
2678	184660	22126
2679	184721	22056
2680	184776	21985
2681	184839	21916
2682	184925	21849
2683	184995	21780
2684	185064	21711
2685	185101	21638
2686	185160	21568
2687	185223	21499
2688	185293	21430
2689	185354	21360
2690	185416	21290
2691	185481	21221
2692	185541	21151
2693	185592	21080
2694	185678	21013
2695	185732	20943
2696	185792	20873
2697	185853	20803
2698	185914	20733
2699	185974	20663
2700	186036	20594
2701	186079	20522
2702	186153	20454
2703	186210	20383
2704	186270	20314
2705	186333	20244
2706	186414	20177
2707	186477	20107
2708	186533	20037
2709	186593	19967
2710	186653	19897
2711	186709	19827
2712	186792	19760
2713	186851	19690
2714	186913	19620
2715	186970	19550
2716	187027	19480
2717	187085	19410
2718	187167	19343
2719	187216	19272
2720	187288	19203
2721	187349	19134
2722	187404	19063
2723	187466	18994
2724	187546	18926
2725	187609	18857
2726	187659	18786
2727	187723	18717
2728	187776	18646
2729	187843	18577
2730	187925	18510
2731	187988	18441
2732	188043	18370
2733	188106	18301
2734	188143	18229
2735	188205	18160
2736	188287	18092
2737	188348	18023
2738	188413	17953
2739	188476	17884
2740	188531	17814
2741	188590	17744
2742	188667	17676
2743	188729	17607
2744	188790	17537
2745	188843	17467
2746	188903	17398
2747	188958	17328
2748	189036	17260
2749	189098	17190
2750	189163	17121
2751	189227	17052
2752	189285	16982
2753	189347	16913
2754	189428	16845
2755	189492	16776
2756	189562	16707
2757	189623	16638
2758	189686	16569
2759	189753	16500
2760	189829	16432
2761	189892	16362
2762	189948	16293
2763	190004	16223
2764	190047	16152
2765	190110	16083
2766	190198	16015
2767	190262	15946
2768	190324	15877
2769	190384	15808
2770	190440	15738
2771	190500	15668
2772	190584	15601
2773	190650	15532
2774	190720	15463
2775	190784	15394
2776	190821	15323
2777	190882	15254
2778	190956	15185
2779	191016	15116
2780	191071	15046
2781	191131	14977
2782	191190	14907
2783	191254	14838
2784	191340	14771
2785	191400	14701
2786	191460	14632
2787	191520	14563
2788	191582	14494
2789	191639	14424
2790	191719	14356
2791	191785	14287
2792	191859	14219
2793	191921	14150
2794	191982	14081
2795	192045	14011
2796	192128	13944
2797	192188	13874
2798	192244	13805
2799	192304	13736
2800	192361	13666
2801	192389	13594
2802	192474	13527
2803	192534	13458
2804	192592	13388
2805	192648	13319
2806	192705	13249
2807	192757	13180
2808	192836	13112
2809	192901	13043
2810	192967	12974
2811	193032	12905
2812	193091	12836
2813	193143	12766
2814	193220	12698
2815	193279	12629
2816	193340	12559
2817	193403	12490
2818	193465	12421
2819	193526	12352
2820	193605	12284
2821	193665	12215
2822	193726	12146
2823	193783	12077
2824	193843	12008
2825	193907	11939
2826	193987	11871
2827	194048	11802
2828	194115	11733
2829	194177	11664
2830	194238	11595
2831	194301	11526
2832	194372	11457
2833	194429	11388
2834	194492	11319
2835	194548	11250
2836	194609	11181
2837	194670	11112
2838	194749	11044
2839	194798	10974
2840	194856	10905
2841	194918	10836
2842	194982	10767
2843	195028	10697
2844	195106	10629
2845	195172	10561
2846	195245	10492
2847	195306	10423
2848	195367	10354
2849	195431	10285
2850	195522	10218
2851	195586	10149
2852	195643	10080
2853	195699	10011
2854	195761	9942
2855	195829	9873
2856	195915	9806
2857	195971	9736
2858	196034	9668
2859	196096	9599
2860	196156	9530
2861	196219	9461
2862	196308	9393
2863	196369	9324
2864	196425	9255
2865	196487	9186
2866	196550	9117
2867	196614	9049
2868	196699	8981
2869	196763	8912
2870	196825	8843
2871	196885	8774
2872	196939	8705
2873	196992	8636
2874	197069	8568
2875	197123	8499
2876	197183	8430
2877	197258	8361
2878	197323	8293
2879	197410	8225
2880	197531	8159
2881	197606	8090
2882	197678	8022
2883	197754	7954
2884	197831	7885
2885	197903	7817
2886	198003	7750
2887	198077	7681
2888	198139	7612
2889	198198	7543
2890	198258	7474
2891	198321	7406
2892	198414	7338
2893	198486	7270
2894	198561	7201
2895	198642	7133
2896	198749	7066
2897	198841	6998
2898	198959	6931
2899	199045	6863
2900	199122	6795
2901	199178	6726
2902	199228	6656
2903	199290	6588
2904	199381	6520
2905	199448	6451
2906	199511	6382
2907	199564	6313
2908	199626	6244
2909	199696	6176
2910	199794	6108
2911	199865	6039
2912	199929	5971
2913	199994	5902
2914	200063	5833
2915	200129	5765
2916	200213	5696
2917	200268	5627
2918	200324	5558
2919	200389	5490
2920	200452	5421
2921	200517	5352
2922	200611	5284
2923	200681	5216
2924	200747	5147
2925	200807	5078
2926	200872	5009
2927	200945	4941
2928	201032	4873
2929	201093	4804
2930	201154	4735
2931	201193	4666
2932	201254	4597
2933	201317	4528
2934	201405	4460
2935	201469	4391
2936	201531	4322
2937	201592	4254
2938	201652	4185
2939	201708	4116
2940	201789	4048
2941	201853	3979
2942	201915	3910
2943	201977	3841
2944	202042	3773
2945	202111	3704
2946	202197	3636
2947	202258	3567
2948	202313	3498
2949	202369	3429
2950	202429	3361
2951	202492	3292
2952	202565	3224
2953	202629	3155
2954	202683	3086
2955	202748	3017
2956	202810	2949
2957	202875	2880
2958	202970	2812
2959	203043	2743
2960	203104	2675
2961	203167	2606
2962	203236	2537
2963	203298	2469
2964	203378	2400
2965	203440	2332
2966	203507	2263
2967	203565	2194
2968	203620	2126
2969	203687	2057
2970	203775	1989
2971	203837	1920
2972	203894	1851
2973	203950	1783
2974	204013	1714
2975	204077	1645
2976	204150	1577
2977	204207	1508
2978	204268	1439
2979	204333	1371
2980	204400	1302
2981	204464	1234
2982	204543	1165
2983	204608	1097
2984	204687	1028
2985	204755	960
2986	204846	891
2987	204917	822
2988	205058	754
2989	205136	686
2990	205195	617
2991	205261	548
2992	205324	480
2993	205393	411
2994	205490	343
2995	205564	274
2996	205628	205
2997	205692	137
2998	205750	68
2999	205812	0
