iter	Passed	Remaining
699	54259	178282
700	54321	178152
701	54384	178029
702	54465	177963
703	54527	177833
704	54590	177708
705	54651	177579
706	54717	177464
707	54776	177328
708	54867	177295
709	54937	177191
710	54990	177037
711	55045	176889
712	55094	176719
713	55159	176602
714	55237	176528
715	55298	176400
716	55347	176231
717	55408	176103
718	55471	175980
719	55530	175846
720	55613	175788
721	55675	175662
722	55731	175518
723	55796	175403
724	55854	175266
725	55910	175125
726	55990	175055
727	56056	174944
728	56115	174812
729	56176	174686
730	56236	174556
731	56296	174425
732	56376	174360
733	56439	174239
734	56494	174094
735	56549	173950
736	56611	173829
737	56679	173724
738	56763	173669
739	56824	173544
740	56885	173420
741	56940	173276
742	56990	173117
743	57051	172993
744	57200	173136
745	57272	173045
746	57344	172953
747	57405	172829
748	57516	172855
749	57605	172817
750	57719	172850
751	57795	172772
752	57857	172650
753	57923	172540
754	57994	172446
755	58063	172346
756	58145	172284
757	58231	172235
758	58289	172103
759	58370	172038
760	58440	171941
761	58509	171842
762	58593	171786
763	58661	171685
764	58732	171591
765	58797	171480
766	58852	171340
767	58917	171228
768	59015	171214
769	59077	171093
770	59125	170934
771	59187	170814
772	59249	170697
773	59301	170549
774	59379	170477
775	59450	170382
776	59517	170279
777	59580	170165
778	59645	170054
779	59712	169952
780	59791	169881
781	59860	169784
782	59926	169676
783	59977	169529
784	60040	169414
785	60089	169260
786	60167	169188
787	60231	169075
788	60281	168925
789	60344	168811
790	60402	168684
791	60463	168565
792	60554	168530
793	60617	168417
794	60686	168317
795	60748	168202
796	60808	168081
797	60872	167971
798	60949	167896
799	61011	167781
800	61072	167664
801	61134	167549
802	61199	167442
803	61270	167350
804	61356	167300
805	61411	167166
806	61477	167064
807	61534	166934
808	61576	166767
809	61646	166673
810	61740	166646
811	61798	166521
812	61861	166410
813	61922	166293
814	61985	166181
815	62041	166052
816	62113	165965
817	62169	165835
818	62226	165710
819	62286	165592
820	62357	165501
821	62417	165384
822	62503	165334
823	62563	165216
824	62618	165085
825	62674	164956
826	62725	164816
827	62786	164699
828	62881	164676
829	62940	164555
830	63002	164442
831	63053	164302
832	63113	164186
833	63177	164080
834	63260	164023
835	63321	163908
836	63382	163794
837	63444	163684
838	63501	163559
839	63563	163449
840	63647	163395
841	63704	163270
842	63765	163157
843	63826	163046
844	63887	162931
845	63942	162804
846	64039	162781
847	64103	162678
848	64156	162544
849	64218	162434
850	64275	162311
851	64334	162195
852	64401	162098
853	64441	161932
854	64503	161825
855	64564	161712
856	64625	161601
857	64688	161496
858	64771	161439
859	64828	161317
860	64889	161205
861	64952	161100
862	65007	160974
863	65074	160877
864	65174	160863
865	65237	160758
866	65299	160650
867	65363	160546
868	65412	160408
869	65482	160319
870	65568	160269
871	65624	160148
872	65681	160027
873	65746	159926
874	65807	159818
875	65867	159707
876	65951	159653
877	66013	159546
878	66075	159438
879	66139	159335
880	66203	159233
881	66275	159150
882	66363	159105
883	66418	158984
884	66481	158878
885	66538	158760
886	66600	158653
887	66664	158554
888	66744	158489
889	66794	158356
890	66851	158237
891	66907	158117
892	66963	157997
893	67014	157866
894	67099	157815
895	67155	157695
896	67219	157595
897	67273	157471
898	67326	157344
899	67396	157259
900	67486	157219
901	67548	157113
902	67603	156992
903	67665	156888
904	67725	156779
905	67788	156677
906	67871	156621
907	67932	156513
908	67992	156405
909	68053	156299
910	68115	156194
911	68173	156081
912	68273	156064
913	68345	155982
914	68399	155861
915	68456	155745
916	68521	155649
917	68600	155583
918	68686	155535
919	68741	155415
920	68803	155312
921	68865	155208
922	68921	155092
923	68977	154976
924	69056	154910
925	69117	154804
926	69171	154685
927	69237	154590
928	69299	154486
929	69361	154384
930	69444	154330
931	69508	154231
932	69569	154126
933	69641	154045
934	69711	153961
935	69767	153846
936	69852	153794
937	69913	153691
938	69975	153588
939	70035	153482
940	70092	153369
941	70148	153254
942	70231	153198
943	70294	153099
944	70355	152996
945	70406	152869
946	70470	152772
947	70539	152686
948	70623	152633
949	70684	152529
950	70748	152432
951	70820	152353
952	70885	152259
953	70948	152158
954	71035	152113
955	71085	151985
956	71140	151869
957	71185	151733
958	71235	151608
959	71295	151503
960	71384	151459
961	71446	151359
962	71497	151237
963	71559	151136
964	71622	151037
965	71686	150941
966	71764	150875
967	71822	150767
968	71888	150676
969	71942	150560
970	72011	150475
971	72083	150395
972	72159	150326
973	72214	150211
974	72289	150139
975	72353	150045
976	72426	149967
977	72493	149878
978	72572	149816
979	72644	149736
980	72712	149649
981	72782	149566
982	72835	149450
983	72896	149349
984	72985	149305
985	73057	149227
986	73125	149141
987	73197	149061
988	73266	148977
989	73328	148878
990	73423	148847
991	73481	148741
992	73559	148674
993	73622	148577
994	73687	148485
995	73760	148408
996	73851	148369
997	73911	148267
998	73978	148179
999	74044	148089
1000	74102	147983
1001	74160	147877
1002	74262	147859
1003	74337	147785
1004	74386	147662
1005	74447	147563
1006	74503	147452
1007	74563	147350
1008	74644	147291
1009	74709	147199
1010	74770	147101
1011	74831	147000
1012	74887	146891
1013	74954	146803
1014	75035	146744
1015	75096	146644
1016	75152	146535
1017	75212	146436
1018	75275	146341
1019	75345	146258
1020	75434	146214
1021	75479	146084
1022	75541	145988
1023	75596	145877
1024	75656	145777
1025	75721	145685
1026	75802	145626
1027	75863	145527
1028	75924	145429
1029	75986	145332
1030	76047	145234
1031	76099	145119
1032	76182	145063
1033	76237	144955
1034	76299	144858
1035	76357	144754
1036	76419	144659
1037	76487	144574
1038	76579	144535
1039	76629	144417
1040	76674	144289
1041	76734	144190
1042	76797	144096
1043	76864	144010
1044	76950	143960
1045	77011	143862
1046	77068	143758
1047	77130	143663
1048	77187	143557
1049	77251	143467
1050	77338	143418
1051	77402	143326
1052	77463	143230
1053	77526	143136
1054	77590	143045
1055	77658	142962
1056	77747	142917
1057	77813	142830
1058	77870	142725
1059	77926	142620
1060	77988	142524
1061	78038	142408
1062	78116	142344
1063	78177	142247
1064	78239	142153
1065	78300	142057
1066	78366	141970
1067	78441	141900
1068	78533	141859
1069	78583	141744
1070	78638	141638
1071	78699	141541
1072	78767	141457
1073	78842	141388
1074	78938	141355
1075	79008	141275
1076	79081	141201
1077	79145	141111
1078	79212	141026
1079	79290	140960
1080	79390	140934
1081	79457	140849
1082	79542	140797
1083	79614	140721
1084	79678	140631
1085	79743	140542
1086	79832	140495
1087	79895	140404
1088	79995	140377
1089	80071	140309
1090	80145	140236
1091	80214	140154
1092	80307	140114
1093	80366	140016
1094	80428	139923
1095	80491	139832
1096	80557	139745
1097	80627	139666
1098	80734	139651
1099	80858	139665
1100	80956	139634
1101	81027	139555
1102	81106	139491
1103	81167	139396
1104	81259	139354
1105	81327	139270
1106	81382	139166
1107	81434	139056
1108	81495	138961
1109	81561	138874
1110	81640	138810
1111	81705	138722
1112	81782	138655
1113	81849	138570
1114	81915	138484
1115	81980	138397
1116	82065	138343
1117	82127	138250
1118	82193	138164
1119	82265	138088
1120	82325	137993
1121	82394	137912
1122	82478	137856
1123	82542	137766
1124	82606	137677
1125	82668	137585
1126	82730	137492
1127	82795	137405
1128	82880	137351
1129	82945	137264
1130	82991	137145
1131	83054	137053
1132	83110	136952
1133	83174	136863
1134	83256	136805
1135	83311	136702
1136	83385	136629
1137	83454	136548
1138	83514	136454
1139	83578	136365
1140	83661	136307
1141	83717	136206
1142	83781	136116
1143	83838	136017
1144	83893	135915
1145	83958	135828
1146	84044	135776
1147	84100	135674
1148	84161	135581
1149	84226	135495
1150	84284	135397
1151	84349	135310
1152	84434	135256
1153	84505	135179
1154	84576	135102
1155	84638	135011
1156	84692	134908
1157	84757	134821
1158	84839	134762
1159	84895	134662
1160	84946	134553
1161	85010	134465
1162	85073	134376
1163	85139	134292
1164	85223	134236
1165	85288	134150
1166	85352	134062
1167	85415	133973
1168	85460	133856
1169	85526	133772
1170	85614	133721
1171	85686	133647
1172	85755	133567
1173	85816	133476
1174	85872	133376
1175	85936	133290
1176	86018	133230
1177	86080	133140
1178	86141	133048
1179	86197	132949
1180	86259	132858
1181	86309	132749
1182	86393	132693
1183	86455	132603
1184	86516	132512
1185	86581	132426
1186	86642	132335
1187	86706	132249
1188	86794	132198
1189	86864	132122
1190	86929	132036
1191	86992	131947
1192	87043	131841
1193	87106	131754
1194	87190	131698
1195	87245	131598
1196	87309	131511
1197	87374	131426
1198	87431	131329
1199	87494	131241
1200	87584	131194
1201	87647	131106
1202	87702	131007
1203	87763	130917
1204	87829	130832
1205	87886	130737
1206	87987	130705
1207	88052	130620
1208	88112	130528
1209	88176	130442
1210	88232	130344
1211	88301	130266
1212	88394	130223
1213	88454	130132
1214	88511	130035
1215	88567	129938
1216	88630	129850
1217	88701	129775
1218	88778	129708
1219	88840	129619
1220	88901	129530
1221	88962	129439
1222	89026	129353
1223	89093	129272
1224	89180	129220
1225	89246	129138
1226	89315	129060
1227	89371	128962
1228	89433	128874
1229	89497	128788
1230	89584	128736
1231	89642	128643
1232	89708	128559
1233	89751	128445
1234	89816	128360
1235	89873	128266
1236	89961	128214
1237	90018	128119
1238	90080	128031
1239	90140	127941
1240	90204	127855
1241	90272	127776
1242	90355	127718
1243	90423	127640
1244	90497	127568
1245	90560	127482
1246	90612	127380
1247	90659	127271
1248	90744	127216
1249	90790	127106
1250	90847	127012
1251	90900	126912
1252	90958	126818
1253	91025	126738
1254	91112	126685
1255	91168	126590
1256	91223	126494
1257	91278	126397
1258	91327	126291
1259	91370	126178
1260	91452	126119
1261	91514	126031
1262	91587	125959
1263	91647	125869
1264	91711	125786
1265	91775	125701
1266	91855	125639
1267	91916	125551
1268	91970	125453
1269	92031	125365
1270	92085	125267
1271	92148	125182
1272	92221	125110
1273	92281	125022
1274	92337	124927
1275	92398	124839
1276	92460	124753
1277	92522	124665
1278	92600	124601
1279	92661	124514
1280	92733	124441
1281	92797	124357
1282	92853	124262
1283	92904	124162
1284	92989	124106
1285	93053	124023
1286	93115	123937
1287	93179	123853
1288	93242	123768
1289	93307	123686
1290	93392	123631
1291	93454	123545
1292	93512	123453
1293	93575	123369
1294	93634	123278
1295	93700	123198
1296	93782	123138
1297	93843	123051
1298	93897	122956
1299	93959	122870
1300	94010	122770
1301	94079	122694
1302	94157	122629
1303	94217	122541
1304	94272	122445
1305	94328	122352
1306	94387	122263
1307	94455	122185
1308	94540	122130
1309	94601	122042
1310	94656	121949
1311	94718	121863
1312	94777	121774
1313	94840	121690
1314	94919	121626
1315	94973	121531
1316	95045	121459
1317	95107	121374
1318	95170	121290
1319	95242	121217
1320	95326	121160
1321	95387	121074
1322	95450	120990
1323	95503	120893
1324	95564	120808
1325	95624	120720
1326	95714	120671
1327	95775	120584
1328	95835	120497
1329	95890	120404
1330	95951	120318
1331	96013	120233
1332	96098	120176
1333	96173	120108
1334	96238	120027
1335	96288	119928
1336	96348	119840
1337	96403	119747
1338	96487	119690
1339	96552	119609
1340	96615	119526
1341	96678	119443
1342	96743	119363
1343	96801	119273
1344	96886	119217
1345	96948	119133
1346	97003	119039
1347	97055	118943
1348	97111	118852
1349	97170	118764
1350	97255	118707
1351	97317	118623
1352	97379	118539
1353	97441	118455
1354	97502	118370
1355	97559	118280
1356	97641	118219
1357	97703	118136
1358	97763	118050
1359	97824	117964
1360	97888	117882
1361	97950	117799
1362	98033	117740
1363	98095	117656
1364	98144	117557
1365	98198	117463
1366	98261	117381
1367	98326	117301
1368	98422	117258
1369	98489	117180
1370	98550	117095
1371	98604	117002
1372	98661	116913
1373	98727	116834
1374	98813	116779
1375	98897	116721
1376	98969	116650
1377	99039	116575
1378	99129	116525
1379	99210	116465
1380	99308	116423
1381	99378	116349
1382	99473	116303
1383	99582	116275
1384	99661	116211
1385	99747	116155
1386	99846	116115
1387	99913	116037
1388	99993	115974
1389	100071	115910
1390	100136	115829
1391	100204	115753
1392	100290	115697
1393	100361	115624
1394	100431	115549
1395	100500	115474
1396	100571	115401
1397	100628	115312
1398	100719	115262
1399	100798	115198
1400	100858	115112
1401	100914	115022
1402	100981	114945
1403	101044	114862
1404	101126	114802
1405	101186	114716
1406	101241	114625
1407	101305	114544
1408	101366	114460
1409	101432	114381
1410	101526	114334
1411	101590	114253
1412	101651	114169
1413	101715	114088
1414	101774	114001
1415	101826	113907
1416	101918	113857
1417	101987	113782
1418	102049	113699
1419	102110	113616
1420	102172	113532
1421	102235	113451
1422	102322	113395
1423	102377	113305
1424	102439	113222
1425	102502	113141
1426	102560	113053
1427	102616	112964
1428	102700	112906
1429	102763	112824
1430	102824	112740
1431	102886	112657
1432	102947	112573
1433	103008	112490
1434	103104	112445
1435	103155	112350
1436	103216	112267
1437	103278	112183
1438	103343	112104
1439	103405	112022
1440	103490	111965
1441	103549	111879
1442	103600	111785
1443	103662	111702
1444	103725	111621
1445	103770	111520
1446	103853	111461
1447	103893	111355
1448	103948	111265
1449	104010	111183
1450	104073	111102
1451	104133	111017
1452	104224	110967
1453	104291	110890
1454	104346	110801
1455	104407	110718
1456	104472	110639
1457	104535	110558
1458	104618	110498
1459	104683	110419
1460	104748	110340
1461	104812	110261
1462	104877	110182
1463	104939	110100
1464	105026	110044
1465	105098	109973
1466	105171	109902
1467	105232	109820
1468	105296	109740
1469	105365	109666
1470	105454	109612
1471	105505	109519
1472	105555	109425
1473	105624	109350
1474	105685	109267
1475	105754	109193
1476	105833	109129
1477	105905	109058
1478	105972	108982
1479	106031	108897
1480	106081	108803
1481	106155	108733
1482	106244	108680
1483	106307	108599
1484	106367	108516
1485	106429	108435
1486	106486	108348
1487	106551	108270
1488	106634	108210
1489	106679	108111
1490	106746	108035
1491	106806	107952
1492	106867	107870
1493	106931	107790
1494	107018	107734
1495	107067	107639
1496	107118	107547
1497	107179	107465
1498	107238	107381
1499	107296	107296
1500	107381	107238
1501	107437	107151
1502	107474	107045
1503	107535	106963
1504	107598	106884
1505	107658	106800
1506	107746	106745
1507	107810	106666
1508	107873	106586
1509	107934	106504
1510	107995	106422
1511	108057	106341
1512	108144	106286
1513	108204	106203
1514	108265	106121
1515	108327	106040
1516	108378	105949
1517	108440	105869
1518	108528	105813
1519	108589	105731
1520	108650	105650
1521	108712	105569
1522	108777	105492
1523	108852	105424
1524	108936	105364
1525	108999	105284
1526	109069	105212
1527	109132	105133
1528	109204	105062
1529	109275	104990
1530	109363	104934
1531	109431	104860
1532	109500	104786
1533	109561	104705
1534	109630	104631
1535	109696	104554
1536	109788	104502
1537	109857	104429
1538	109931	104360
1539	110002	104288
1540	110059	104203
1541	110130	104131
1542	110214	104071
1543	110284	103998
1544	110332	103905
1545	110392	103823
1546	110458	103746
1547	110539	103683
1548	110623	103624
1549	110679	103539
1550	110738	103455
1551	110807	103382
1552	110871	103304
1553	110939	103229
1554	111008	103155
1555	111083	103087
1556	111145	103007
1557	111207	102927
1558	111266	102844
1559	111326	102762
1560	111404	102697
1561	111465	102617
1562	111517	102527
1563	111580	102448
1564	111636	102363
1565	111699	102284
1566	111784	102225
1567	111839	102139
1568	111895	102053
1569	111948	101966
1570	112010	101885
1571	112068	101802
1572	112158	101748
1573	112226	101674
1574	112282	101588
1575	112342	101507
1576	112402	101426
1577	112459	101342
1578	112549	101287
1579	112606	101203
1580	112674	101129
1581	112738	101051
1582	112801	100972
1583	112867	100896
1584	112947	100833
1585	113010	100754
1586	113072	100675
1587	113129	100591
1588	113191	100511
1589	113252	100431
1590	113341	100376
1591	113412	100304
1592	113473	100223
1593	113536	100145
1594	113600	100068
1595	113665	99991
1596	113752	99934
1597	113817	99857
1598	113882	99780
1599	113945	99702
1600	114008	99624
1601	114065	99540
1602	114160	99489
1603	114221	99409
1604	114290	99336
1605	114349	99254
1606	114404	99169
1607	114457	99082
1608	114553	99033
1609	114615	98953
1610	114677	98874
1611	114740	98796
1612	114804	98718
1613	114868	98641
1614	114951	98581
1615	115007	98496
1616	115070	98417
1617	115122	98330
1618	115176	98245
1619	115242	98169
1620	115315	98099
1621	115374	98018
1622	115437	97940
1623	115501	97863
1624	115564	97785
1625	115621	97702
1626	115723	97657
1627	115774	97568
1628	115824	97480
1629	115881	97397
1630	115942	97317
1631	116011	97245
1632	116104	97191
1633	116170	97116
1634	116221	97029
1635	116287	96953
1636	116351	96876
1637	116403	96789
1638	116492	96733
1639	116552	96653
1640	116615	96575
1641	116679	96498
1642	116744	96422
1643	116821	96356
1644	116919	96307
1645	116983	96230
1646	117044	96151
1647	117108	96074
1648	117171	95996
1649	117238	95922
1650	117332	95869
1651	117403	95798
1652	117432	95693
1653	117497	95617
1654	117562	95541
1655	117631	95468
1656	117715	95408
1657	117775	95328
1658	117837	95250
1659	117911	95181
1660	117967	95098
1661	118025	95016
1662	118111	94957
1663	118171	94878
1664	118223	94792
