iter	Accuracy	Logloss
66	0.9968602826	0.07343505535
67	0.9968602826	0.07148089706
68	0.9968602826	0.0704977876
69	0.9968602826	0.06909727978
70	0.9968602826	0.06856210565
71	0.9968602826	0.06633067985
72	0.9968602826	0.06337310912
73	0.9968602826	0.0622390287
74	0.9968602826	0.06063719937
75	0.9968602826	0.05913337625
76	0.9968602826	0.05857739064
77	0.9968602826	0.05710956851
78	0.9968602826	0.05572895368
79	0.9968602826	0.05374801135
80	0.9968602826	0.05165968653
81	0.9968602826	0.05000262474
82	0.9968602826	0.04938979704
83	0.9968602826	0.04844193787
84	0.9968602826	0.04732280951
85	0.9968602826	0.0461639877
86	0.9968602826	0.04524961846
87	0.9968602826	0.04406022542
88	0.9968602826	0.04297718308
89	0.9968602826	0.04255084152
90	0.9968602826	0.04185684164
91	0.9968602826	0.04075396387
92	0.9968602826	0.03946905426
93	0.9968602826	0.0384950312
94	0.9968602826	0.03798777112
95	0.9968602826	0.03773536836
96	0.9968602826	0.03707776807
97	0.9968602826	0.03640705293
98	0.9968602826	0.03580227918
99	0.9968602826	0.03535264883
100	0.9968602826	0.03439271923
101	0.9984301413	0.03310785001
102	0.9984301413	0.03236778734
103	0.9984301413	0.03185526907
104	0.9984301413	0.03133332934
105	0.9984301413	0.03072418633
106	0.9984301413	0.03028275889
107	0.9984301413	0.03017942797
108	0.9984301413	0.02994654461
109	0.9984301413	0.02962042044
110	0.9984301413	0.02916118625
111	0.9984301413	0.02888986288
112	0.9984301413	0.02885048988
113	0.9984301413	0.02840274215
114	0.9984301413	0.02807933667
115	0.9984301413	0.02765750293
116	0.9984301413	0.0272698468
117	0.9984301413	0.02689583133
118	0.9984301413	0.02639524879
119	0.9984301413	0.02586947471
120	0.9984301413	0.0254974503
121	0.9984301413	0.02490051449
122	0.9984301413	0.02469849272
123	0.9984301413	0.02407207974
124	0.9984301413	0.02367028756
125	0.9984301413	0.02296359911
126	0.9984301413	0.02267549948
127	0.9984301413	0.02243040724
128	0.9984301413	0.02205922836
129	0.9984301413	0.02186150809
130	0.9984301413	0.02142101349
131	0.9984301413	0.02114022185
132	0.9984301413	0.02101745708
133	1	0.02030646252
134	1	0.02022220522
135	1	0.02001933107
136	1	0.01971511229
137	1	0.01941923423
138	1	0.01931276138
139	1	0.01922675391
140	1	0.01908221671
141	1	0.01854748642
142	1	0.01826255239
143	1	0.01812293003
144	1	0.01800339655
145	1	0.01791385258
146	1	0.0177333058
147	1	0.01759802986
148	1	0.01750109193
149	1	0.01731269204
150	1	0.01716612277
151	1	0.0170524169
152	1	0.01690987245
153	1	0.01673076002
154	1	0.01647777909
155	1	0.01617596585
156	1	0.01596739025
157	1	0.01569241637
158	1	0.01548347473
159	1	0.01543546675
160	1	0.01527268042
161	1	0.01511416654
162	1	0.01460177024
163	1	0.01454056777
164	1	0.01441268787
165	1	0.01424858643
166	1	0.01407702294
167	1	0.01403991946
168	1	0.01388766022
169	1	0.01375675268
170	1	0.013630112
171	1	0.01346751779
172	1	0.01338363834
173	1	0.01334807343
174	1	0.01327247827
175	1	0.01326141709
176	1	0.01317426917
177	1	0.01303678044
178	1	0.01286617643
179	1	0.01269183038
180	1	0.01261516936
181	1	0.0125693238
182	1	0.01246848977
183	1	0.01241399916
184	1	0.01230830149
185	1	0.01216279389
186	1	0.01199337771
187	1	0.01190760343
188	1	0.01181851903
189	1	0.01177283347
190	1	0.01173747596
191	1	0.01172089293
192	1	0.01163214285
193	1	0.01155807895
194	1	0.01149611673
195	1	0.01133971623
196	1	0.01130549586
197	1	0.01127037522
198	1	0.01124214912
199	1	0.01122292546
200	1	0.01112472495
201	1	0.0110738647
202	1	0.01101071123
203	1	0.01093080239
204	1	0.01072428364
205	1	0.01065016618
206	1	0.01058585681
207	1	0.01055165369
208	1	0.01046123793
209	1	0.01039016979
210	1	0.01029033577
211	1	0.01022918994
212	1	0.009957103695
213	1	0.009891517008
214	1	0.009860219939
215	1	0.009822351469
216	1	0.009741591133
217	1	0.009715371234
218	1	0.009649478051
219	1	0.009616297911
220	1	0.009552387751
221	1	0.009520953144
222	1	0.009475706155
223	1	0.009426929261
224	1	0.009416104393
225	1	0.009384547293
226	1	0.009360732255
227	1	0.009310220598
228	1	0.009277314742
229	1	0.009227600947
230	1	0.009141643737
231	1	0.009128269342
232	1	0.009076594503
233	1	0.009040332959
234	1	0.00895879848
235	1	0.008891058096
236	1	0.008848571341
237	1	0.008820995386
238	1	0.008668133263
239	1	0.008632179153
240	1	0.008600775523
241	1	0.008520827579
242	1	0.008479467542
243	1	0.008413810009
244	1	0.008380698792
245	1	0.008339049768
246	1	0.008283667286
247	1	0.008246141888
248	1	0.008236619317
249	1	0.00817214483
250	1	0.008110473197
251	1	0.008044260518
252	1	0.00799667192
253	1	0.00788259849
254	1	0.007857002987
255	1	0.007826719805
256	1	0.007792978108
257	1	0.007761079112
258	1	0.007700324577
259	1	0.007652956767
260	1	0.007617368881
261	1	0.007601769192
262	1	0.007552274637
263	1	0.007521696679
264	1	0.007389110402
265	1	0.007363750089
266	1	0.007344985866
267	1	0.007307687747
268	1	0.007303109145
269	1	0.00728859943
270	1	0.007253149052
271	1	0.007240418482
272	1	0.007145620727
273	1	0.007068438332
274	1	0.007026429031
275	1	0.006981420066
276	1	0.006971222789
277	1	0.006949629428
278	1	0.006926966908
279	1	0.006916329097
280	1	0.006872029927
281	1	0.006849011608
282	1	0.006830819345
283	1	0.006813421361
284	1	0.006776943754
285	1	0.006733828679
286	1	0.006694015612
287	1	0.00667367841
288	1	0.006653724548
289	1	0.006622027426
290	1	0.006593359636
291	1	0.006563961205
292	1	0.006537895714
293	1	0.006501485917
294	1	0.006424035099
295	1	0.006419023713
296	1	0.006400909171
297	1	0.006317585197
298	1	0.006255702013
299	1	0.006241970699
300	1	0.006207383509
301	1	0.006188739888
302	1	0.006133944394
303	1	0.006113232449
304	1	0.00600951974
305	1	0.005978787749
306	1	0.005955540707
307	1	0.005933738298
308	1	0.00580767705
309	1	0.005763900115
310	1	0.005722160023
311	1	0.005694647212
312	1	0.005692208778
313	1	0.005676418801
314	1	0.005566283922
315	1	0.005561710023
316	1	0.005540643809
317	1	0.00550373095
318	1	0.005454446031
319	1	0.005433024057
320	1	0.00541116394
321	1	0.005397327397
322	1	0.005371675678
323	1	0.005369545253
324	1	0.005350157356
325	1	0.005317215931
326	1	0.005285743504
327	1	0.005267439164
328	1	0.005248798131
329	1	0.005232735411
330	1	0.005204579202
331	1	0.005148389242
332	1	0.005128822165
333	1	0.005111795801
334	1	0.005110436067
335	1	0.005075055635
336	1	0.005047623231
337	1	0.005037255969
338	1	0.005021899979
339	1	0.004993305127
340	1	0.004987358725
341	1	0.004966110785
342	1	0.004959078908
343	1	0.004950701469
344	1	0.004933482969
345	1	0.004920844377
346	1	0.004901970009
347	1	0.004874321042
348	1	0.004858390464
349	1	0.004855402935
350	1	0.004831371492
351	1	0.004820980883
352	1	0.004800133163
353	1	0.004794532127
354	1	0.004775032423
355	1	0.004773071729
356	1	0.004744085048
357	1	0.004729694387
358	1	0.004711256506
359	1	0.004702391247
360	1	0.004677638527
361	1	0.004660256609
362	1	0.004638990955
363	1	0.004611812525
364	1	0.004598142222
365	1	0.00459048609
366	1	0.004552302501
367	1	0.00452573994
368	1	0.0045207063
369	1	0.004502263458
370	1	0.004484252018
371	1	0.00444276066
372	1	0.004431214687
373	1	0.004409105869
374	1	0.004393898985
375	1	0.004392438751
376	1	0.004383592868
377	1	0.004371626506
378	1	0.004363679425
379	1	0.004341289587
380	1	0.004330220235
381	1	0.004321197752
382	1	0.004315105734
383	1	0.00429600595
384	1	0.004287887719
385	1	0.004276841716
386	1	0.004274596328
387	1	0.004237319851
388	1	0.004225584582
389	1	0.00422468361
390	1	0.004207658361
391	1	0.004191145738
392	1	0.004185021459
393	1	0.004174864678
394	1	0.004157759504
395	1	0.004149899616
396	1	0.004128184555
397	1	0.004127156206
398	1	0.004110735453
399	1	0.004109692468
400	1	0.004100021125
401	1	0.004096951616
402	1	0.004076894543
403	1	0.004061892389
404	1	0.004058745844
405	1	0.004036609989
406	1	0.004009109754
407	1	0.003989437385
408	1	0.003971303213
409	1	0.00396316828
410	1	0.003961631327
411	1	0.003952503837
412	1	0.003920204089
413	1	0.003908185401
414	1	0.003899371845
415	1	0.003884503995
416	1	0.00387712172
417	1	0.003851913853
418	1	0.003844394545
419	1	0.003811483191
420	1	0.003810459889
421	1	0.003799399179
422	1	0.00379125045
423	1	0.003790100642
424	1	0.003782264071
425	1	0.003778573062
426	1	0.00377473646
427	1	0.003760598925
428	1	0.003759497324
429	1	0.003742769303
430	1	0.003701354306
431	1	0.003693948772
432	1	0.003677506235
433	1	0.003673583948
434	1	0.003662153686
435	1	0.003655474058
436	1	0.003651987662
437	1	0.003651042864
438	1	0.003639152916
439	1	0.003627121248
440	1	0.003619813761
441	1	0.003612833096
442	1	0.003611701549
443	1	0.003601044984
444	1	0.003586147049
445	1	0.003575330234
446	1	0.00357066408
447	1	0.003558245204
448	1	0.003553347682
449	1	0.003545985263
450	1	0.00353431045
451	1	0.0035287193
452	1	0.003522149084
453	1	0.003514457764
454	1	0.003509037762
455	1	0.003491909984
456	1	0.003489830586
457	1	0.003483835999
458	1	0.003480665896
459	1	0.003475156229
460	1	0.003471626823
461	1	0.00346333488
462	1	0.003454803701
463	1	0.003449176078
464	1	0.003435801604
465	1	0.003424080553
466	1	0.003416795924
467	1	0.003410059618
468	1	0.003400392397
469	1	0.003391730036
470	1	0.003390994482
471	1	0.003379444558
472	1	0.003374104542
473	1	0.003369669538
474	1	0.003358211288
475	1	0.003349657338
476	1	0.003336928146
477	1	0.003330495452
478	1	0.0033299079
479	1	0.003316179804
480	1	0.00331099222
481	1	0.003305760424
482	1	0.003299262467
483	1	0.003288818517
484	1	0.003284286718
485	1	0.00327241163
486	1	0.003266847557
487	1	0.003259006194
488	1	0.003250264028
489	1	0.003221791254
490	1	0.003215924008
491	1	0.003208327629
492	1	0.003204886241
493	1	0.0031897925
494	1	0.003188735375
495	1	0.00318062932
496	1	0.003178064637
497	1	0.003172915125
498	1	0.003164364981
499	1	0.003157540568
500	1	0.003153961375
501	1	0.003148224216
502	1	0.00314620819
503	1	0.003141895815
504	1	0.00313606823
505	1	0.003128984182
506	1	0.00310860381
507	1	0.003100998615
508	1	0.003098094234
509	1	0.003088200606
510	1	0.003079653807
511	1	0.003069807258
512	1	0.003065643674
513	1	0.003060626768
514	1	0.003058000409
515	1	0.003051092818
516	1	0.003045325233
517	1	0.003041176468
518	1	0.003032090496
519	1	0.003028211733
520	1	0.003023267773
521	1	0.003010425032
522	1	0.003009344453
523	1	0.003004551788
524	1	0.002994680777
525	1	0.002986501924
526	1	0.0029599198
527	1	0.00295334371
528	1	0.002938474604
529	1	0.002934770322
530	1	0.002926395715
531	1	0.002922839002
532	1	0.002918661016
533	1	0.002916496827
534	1	0.002914430826
535	1	0.002910682397
536	1	0.002907842501
537	1	0.002906084816
538	1	0.00290265968
539	1	0.002896073752
540	1	0.002890841782
541	1	0.002888598221
542	1	0.002885386048
543	1	0.002881551842
544	1	0.002870374703
545	1	0.002864875036
546	1	0.002862053929
547	1	0.002856384971
548	1	0.00284772272
549	1	0.002836752898
550	1	0.002831339264
551	1	0.002826482418
552	1	0.002819423717
553	1	0.00281636176
554	1	0.002812134403
555	1	0.002808210284
556	1	0.002807473749
557	1	0.002801522804
558	1	0.002794826625
559	1	0.002787100975
560	1	0.002786399403
561	1	0.002783153232
562	1	0.002775808527
563	1	0.002770961118
564	1	0.002761699677
565	1	0.002757151023
566	1	0.002734577684
567	1	0.002726634592
568	1	0.002721042708
569	1	0.002686995312
570	1	0.002681977539
571	1	0.002676927655
572	1	0.002670347656
573	1	0.00266277026
574	1	0.002660199677
575	1	0.002653434553
576	1	0.002628483487
577	1	0.002626901837
578	1	0.002621691549
579	1	0.002618362756
580	1	0.002617738965
581	1	0.002610930867
582	1	0.002605943298
583	1	0.00260138244
584	1	0.002577027799
585	1	0.002574230426
586	1	0.002569901593
587	1	0.002563585242
588	1	0.00255857718
589	1	0.00255421748
590	1	0.002550460546
591	1	0.002545137431
592	1	0.002540177791
593	1	0.002537146778
594	1	0.002533817644
595	1	0.00252474408
596	1	0.002522617893
597	1	0.002520152815
598	1	0.002517601675
599	1	0.002512346802
600	1	0.002512040282
601	1	0.002496923644
602	1	0.002491305726
603	1	0.002482674702
604	1	0.002482242703
605	1	0.002479896394
606	1	0.002472666597
607	1	0.002472179334
608	1	0.002467635353
609	1	0.002465678598
610	1	0.002460314325
611	1	0.002456157039
612	1	0.002449799038
613	1	0.002440507408
614	1	0.002436586358
615	1	0.002433339194
616	1	0.00243261525
617	1	0.00242718134
618	1	0.002421421682
619	1	0.002417415269
620	1	0.00241408074
621	1	0.002381985574
622	1	0.002380085198
623	1	0.002375128127
624	1	0.002354982868
625	1	0.002353388271
626	1	0.002350892123
627	1	0.002349542221
628	1	0.002344857315
629	1	0.002342500199
630	1	0.002339880723
631	1	0.002338040787
632	1	0.002321087017
633	1	0.002318480563
634	1	0.002315609162
635	1	0.002313236801
636	1	0.002308678618
637	1	0.002305824454
638	1	0.002303557693
639	1	0.002274229646
640	1	0.002259142284
641	1	0.00225674774
642	1	0.002252735447
643	1	0.002247918882
644	1	0.002244293286
645	1	0.002241567806
646	1	0.002238041706
647	1	0.002235072213
648	1	0.002232998398
649	1	0.002229794512
650	1	0.002212536497
651	1	0.00221193732
652	1	0.002208476651
653	1	0.002204459193
654	1	0.002201753006
655	1	0.00220155785
656	1	0.002195895403
657	1	0.002195583677
658	1	0.002194777541
659	1	0.00218973824
660	1	0.002187630497
661	1	0.002186531006
662	1	0.002184692956
663	1	0.002181891977
664	1	0.002179759715
665	1	0.002171398245
666	1	0.002168076356
667	1	0.00216505695
668	1	0.002162258025
669	1	0.00215685713
670	1	0.002155065695
671	1	0.002152997101
672	1	0.002150168171
673	1	0.002148232398
674	1	0.00214804711
675	1	0.002140552241
676	1	0.002137806951
677	1	0.002133785889
678	1	0.002127484627
679	1	0.002124363352
680	1	0.002118078648
681	1	0.002115437039
682	1	0.002112882319
683	1	0.00210689627
684	1	0.002095595007
685	1	0.002090653156
686	1	0.002087260323
687	1	0.002086880253
688	1	0.002074553926
689	1	0.002071843758
690	1	0.002070223659
691	1	0.00206929106
692	1	0.00205275713
693	1	0.002050217548
694	1	0.002047236021
695	1	0.002034158461
696	1	0.002031916733
697	1	0.002028267672
698	1	0.002026796288
699	1	0.002024139278
700	1	0.002022637091
701	1	0.00202179711
702	1	0.002019936483
703	1	0.00201973418
704	1	0.002017336985
705	1	0.00201625117
706	1	0.002013493633
707	1	0.002002993883
708	1	0.002001194973
709	1	0.001994028587
710	1	0.001982965094
711	1	0.001982339957
712	1	0.001976827871
713	1	0.001965289015
714	1	0.001954821186
715	1	0.001950763115
716	1	0.001948277494
717	1	0.001947228186
718	1	0.001943299977
719	1	0.00194143184
720	1	0.001937796642
721	1	0.001933487607
722	1	0.001928431897
723	1	0.001926777022
724	1	0.001921409977
725	1	0.001918802947
726	1	0.001902176873
727	1	0.00189801176
728	1	0.001895773803
729	1	0.00189507336
730	1	0.001892419067
731	1	0.001888283017
732	1	0.001887878466
733	1	0.001885601256
734	1	0.001883396047
735	1	0.001881797577
736	1	0.001878334498
737	1	0.001875522428
738	1	0.001873190751
739	1	0.001869967254
740	1	0.001868902182
741	1	0.001866623915
742	1	0.001863579355
743	1	0.001862102887
744	1	0.001861762807
745	1	0.001859188723
746	1	0.001857294719
747	1	0.001853136375
748	1	0.001851977192
749	1	0.001843106951
750	1	0.001840680376
751	1	0.00181601984
752	1	0.001814641999
753	1	0.001812877287
754	1	0.001807293755
755	1	0.001806412417
756	1	0.001799334882
757	1	0.001795400975
758	1	0.001794375902
759	1	0.00179233384
760	1	0.001789317027
761	1	0.001787340046
762	1	0.001783270172
763	1	0.001779571208
764	1	0.001775723336
765	1	0.001775073625
766	1	0.001773710645
767	1	0.001771545341
768	1	0.001766803899
769	1	0.001765134089
770	1	0.00176293961
771	1	0.001759797602
772	1	0.001758216431
773	1	0.001755888162
774	1	0.001754401029
775	1	0.001752800603
776	1	0.001749992818
777	1	0.001748989842
778	1	0.001748780962
779	1	0.001747401594
780	1	0.001743026346
781	1	0.001741165499
782	1	0.00173439728
783	1	0.001732052737
784	1	0.001730914815
785	1	0.00172999602
786	1	0.001729025794
787	1	0.00172714321
788	1	0.001725885985
789	1	0.001723225928
790	1	0.001721353041
791	1	0.001718907558
792	1	0.001716038922
793	1	0.001714368628
794	1	0.001713183435
795	1	0.001712374805
796	1	0.001696509056
797	1	0.001693803159
798	1	0.001692266512
799	1	0.001690629424
800	1	0.001688669421
801	1	0.001686731707
802	1	0.001684232717
803	1	0.001683114301
804	1	0.001674495725
805	1	0.001672959043
806	1	0.001669564751
807	1	0.001668761165
808	1	0.00166536238
809	1	0.001662711549
810	1	0.001648979297
811	1	0.001646325297
812	1	0.0016397578
813	1	0.001635898596
814	1	0.001634372503
815	1	0.00163165489
816	1	0.001628270623
817	1	0.001626105635
818	1	0.001623091829
819	1	0.001621785275
820	1	0.00161823655
821	1	0.0016081895
822	1	0.001606777306
823	1	0.001605218755
824	1	0.00160020893
825	1	0.001595545181
826	1	0.00159436511
827	1	0.00159358828
828	1	0.001592512344
829	1	0.001590619849
830	1	0.001590398587
831	1	0.001589436968
832	1	0.001586325345
833	1	0.001584467242
834	1	0.001573599629
835	1	0.001571577845
836	1	0.001567859886
837	1	0.001566465139
838	1	0.001565041272
839	1	0.001563365312
840	1	0.001560807272
841	1	0.001559126899
842	1	0.00155860705
843	1	0.0015469038
844	1	0.001541542382
845	1	0.00153908379
846	1	0.00153734536
847	1	0.001533951835
848	1	0.001532934555
849	1	0.001530614708
850	1	0.001530249032
851	1	0.001529262645
852	1	0.001527606374
853	1	0.001526746593
854	1	0.001526681149
855	1	0.001517334212
856	1	0.001515590818
857	1	0.001514042568
858	1	0.001511346482
859	1	0.001509297457
860	1	0.001507182645
861	1	0.0015051308
862	1	0.001502462905
863	1	0.001493659888
864	1	0.001491254187
865	1	0.001490711894
866	1	0.00148683637
867	1	0.001484553264
868	1	0.001482715153
869	1	0.00148160269
870	1	0.001480246545
871	1	0.001477046928
872	1	0.001476695561
873	1	0.001475224972
874	1	0.001473138066
875	1	0.001470070244
876	1	0.001467809304
877	1	0.001465164925
878	1	0.001462253837
879	1	0.001460442584
880	1	0.001459490885
881	1	0.001458571598
882	1	0.001456911076
883	1	0.001452626649
884	1	0.001451229116
885	1	0.001449856848
886	1	0.00144852101
887	1	0.001447272561
888	1	0.001437413274
889	1	0.001436222111
890	1	0.001434861442
891	1	0.001431868297
892	1	0.001430647306
893	1	0.001430316446
894	1	0.001428676212
895	1	0.001427669688
896	1	0.001426258123
897	1	0.001424320526
898	1	0.001422843096
899	1	0.001420677583
900	1	0.001418571142
901	1	0.001415585274
902	1	0.001414559862
903	1	0.001413601605
904	1	0.001410280402
905	1	0.001408415595
906	1	0.001407143265
907	1	0.001407047003
908	1	0.001404450055
909	1	0.001402849753
910	1	0.00140078662
911	1	0.001400528021
912	1	0.001393534792
913	1	0.001391689114
914	1	0.001390998957
915	1	0.001390401879
916	1	0.001389820088
917	1	0.001388539249
918	1	0.001385836108
919	1	0.001384828808
920	1	0.001383989203
921	1	0.00138180648
922	1	0.001374004132
923	1	0.001372324364
924	1	0.001370201275
925	1	0.001369981842
926	1	0.001367877802
927	1	0.001366031767
928	1	0.001364629106
929	1	0.001362916662
930	1	0.001361842992
931	1	0.001360834775
932	1	0.00135603912
933	1	0.001355463446
934	1	0.00135309596
935	1	0.001352561639
936	1	0.001348017955
937	1	0.001346322568
938	1	0.001342253798
939	1	0.00134151467
940	1	0.001340865354
941	1	0.001339312716
942	1	0.001338315047
943	1	0.001336204558
944	1	0.001336165828
945	1	0.001332430598
946	1	0.001330390267
947	1	0.001328994976
948	1	0.001327746698
949	1	0.001327150658
950	1	0.001326932321
951	1	0.001325072158
952	1	0.001323282437
953	1	0.001320719657
954	1	0.001319135012
955	1	0.001318229007
956	1	0.001309309736
957	1	0.001305746265
958	1	0.001304342906
959	1	0.001302635617
960	1	0.001300298409
961	1	0.001298348778
962	1	0.001297545796
963	1	0.00129645714
964	1	0.001294446483
965	1	0.001292650108
966	1	0.001289537413
967	1	0.00128824487
968	1	0.00128649664
969	1	0.001284486204
970	1	0.001282610873
971	1	0.001280928664
972	1	0.001280380176
973	1	0.001279602295
974	1	0.001277607719
975	1	0.001277336847
976	1	0.001274315999
977	1	0.001273630212
978	1	0.001272637541
979	1	0.001271476017
980	1	0.001269578395
981	1	0.001267413304
982	1	0.001265811608
983	1	0.001263964891
984	1	0.001260702351
985	1	0.00126036803
986	1	0.00125960153
987	1	0.001258139362
988	1	0.001254839842
989	1	0.001254243425
990	1	0.001253108321
991	1	0.00125235626
992	1	0.001250055607
993	1	0.001249293728
994	1	0.001248609719
995	1	0.001248180503
996	1	0.001247425779
997	1	0.00124598956
998	1	0.001243068216
999	1	0.001242065684
1000	1	0.001240469703
1001	1	0.001238366839
1002	1	0.001236621444
1003	1	0.001235095061
1004	1	0.001234309469
1005	1	0.001232717515
1006	1	0.001231967903
1007	1	0.001229227766
1008	1	0.001227548905
1009	1	0.001227423219
1010	1	0.001226031307
1011	1	0.00122529599
1012	1	0.001222292288
1013	1	0.001220913655
1014	1	0.001219895642
1015	1	0.001217541896
1016	1	0.001215353666
1017	1	0.001213520567
1018	1	0.001212588748
1019	1	0.001210646247
1020	1	0.001209630002
1021	1	0.001208366222
1022	1	0.00120459283
1023	1	0.001203899964
1024	1	0.001202468236
1025	1	0.001202336011
1026	1	0.001200419883
1027	1	0.001199812847
1028	1	0.001198884005
1029	1	0.001198834703
1030	1	0.001197334171
1031	1	0.001191761517
1032	1	0.001189868886
1033	1	0.001188896776
1034	1	0.001186177988
1035	1	0.001185135322
1036	1	0.001184127144
1037	1	0.001183370618
1038	1	0.001182719349
1039	1	0.001181623455
1040	1	0.001178451755
1041	1	0.001178298045
1042	1	0.001177431719
1043	1	0.001177392439
1044	1	0.0011761306
1045	1	0.00117571815
1046	1	0.001174626293
1047	1	0.001173062893
1048	1	0.001172640255
1049	1	0.001171606066
1050	1	0.001170159559
1051	1	0.001168723972
1052	1	0.001166988744
1053	1	0.001166473438
1054	1	0.001165714302
1055	1	0.001165685396
1056	1	0.001165140366
1057	1	0.001164601967
1058	1	0.001163744864
1059	1	0.001161628448
1060	1	0.001159865362
1061	1	0.001158952871
1062	1	0.00115811397
1063	1	0.001156515511
1064	1	0.001155479372
1065	1	0.001154290236
1066	1	0.001153944988
1067	1	0.001152279025
1068	1	0.00115101135
1069	1	0.001150256426
1070	1	0.001147177079
1071	1	0.001146082333
1072	1	0.001145986274
1073	1	0.001144212534
1074	1	0.001143551457
1075	1	0.001141891087
1076	1	0.001140820072
1077	1	0.001140149231
1078	1	0.001138724252
1079	1	0.001138232495
1080	1	0.001136552374
1081	1	0.001135934889
1082	1	0.001135073484
1083	1	0.00113371304
1084	1	0.001132328191
1085	1	0.001130755948
1086	1	0.001127625652
1087	1	0.001126657761
1088	1	0.001125925295
1089	1	0.001125298473
1090	1	0.001123773834
1091	1	0.00112298114
1092	1	0.00112209371
1093	1	0.001119883048
1094	1	0.001119593153
1095	1	0.001117862139
1096	1	0.001116558009
1097	1	0.001116450204
1098	1	0.001115309706
1099	1	0.001111875873
1100	1	0.001109203132
1101	1	0.001108406604
1102	1	0.001107910538
1103	1	0.00110698676
1104	1	0.001105764755
1105	1	0.001104300875
1106	1	0.001103443613
1107	1	0.001102820662
1108	1	0.001102667605
1109	1	0.001102413751
1110	1	0.001101874635
1111	1	0.00110072706
1112	1	0.001099751905
1113	1	0.001097924695
1114	1	0.00109685319
1115	1	0.001096366937
1116	1	0.00109550705
1117	1	0.001093639987
1118	1	0.001093629596
1119	1	0.001091937212
1120	1	0.001091545453
1121	1	0.001090328929
1122	1	0.001088798626
1123	1	0.001088136862
1124	1	0.001086730619
1125	1	0.001086593803
1126	1	0.001085259243
1127	1	0.001084282623
1128	1	0.001083471957
1129	1	0.001082797436
1130	1	0.00108216975
1131	1	0.00108119542
1132	1	0.001078970183
1133	1	0.001077713866
1134	1	0.001074949462
1135	1	0.001074097461
1136	1	0.001073343061
1137	1	0.001073342853
1138	1	0.001072144774
1139	1	0.001072085661
1140	1	0.001070338656
1141	1	0.001069892156
1142	1	0.001068582171
1143	1	0.001067739054
1144	1	0.001067364069
1145	1	0.001066384366
1146	1	0.00106515212
1147	1	0.001064729977
1148	1	0.00106394336
1149	1	0.001063180653
1150	1	0.001063088379
1151	1	0.001061756624
1152	1	0.001061083359
1153	1	0.001059711444
1154	1	0.001059623082
1155	1	0.00105829683
1156	1	0.001056077147
1157	1	0.00105522912
1158	1	0.001054046258
1159	1	0.001052070948
1160	1	0.001051244527
1161	1	0.001050192929
1162	1	0.001048575392
1163	1	0.001048570913
1164	1	0.001047868592
1165	1	0.00104490609
1166	1	0.001044381111
1167	1	0.001038343918
1168	1	0.001037640854
1169	1	0.001037327615
1170	1	0.00103709706
1171	1	0.001036370269
1172	1	0.001035893507
1173	1	0.001035174663
1174	1	0.001035010896
1175	1	0.001033978012
1176	1	0.001032293116
1177	1	0.001030920853
1178	1	0.001029658547
1179	1	0.001029158446
1180	1	0.001028033126
1181	1	0.001026352623
1182	1	0.001026173349
1183	1	0.001024489976
1184	1	0.001024001378
1185	1	0.001021596074
1186	1	0.001021311683
1187	1	0.00102089333
1188	1	0.00101981013
1189	1	0.001018981957
1190	1	0.001017723714
1191	1	0.001017149997
1192	1	0.001016174381
