Date_Location,LAT_datum_mean,HAT_datum_mean
1959.11.28_-28.077_153.447,-0.8965574645996094,1.1849622344970703
1959.12.11_-37.863_144.812,-0.6694382476806641,0.5948576736450195
1959.12.19_-27.444_153.174,-1.3722163391113282,1.6310612487792968
1959.12.28_-33.884_151.157,-0.8615251159667969,1.0466612243652345
1959.12.29_-27.252_153.11,-1.2671504974365235,1.5359280395507813
1960.01.07_-43.02_147.925,-0.6881099700927734,0.6772700500488281
1960.01.13_-28.78_114.614,-0.4808120346069336,0.5025665283203125
1960.01.16_-33.773_151.204,-0.8621099853515625,1.0487445831298827
1960.02.07_-34.075_151.057,-0.8571477508544922,1.036616973876953
1960.02.10._-33.891_151.277,-0.8615251159667969,1.0466612243652345
1960.02.29_-42.97_147.43,-0.7522332763671875,0.7324708557128906
1960.04.03_-32.616_152.314,-0.8733307647705079,1.0862841796875
1960.04.03_-38.192_145.095,-0.6751753997802734,0.5910877609252929
1960.04.10_-32.006_115.507,-0.43395423889160156,0.46272380828857423
1960.04.12_-30.884_153.039,-0.8745317077636718,1.1258845520019531
1960.04.22_-32.006_115.507,-0.43395423889160156,0.46272380828857423
1960.09.18_-35.094_117.95,-0.5062407684326172,0.5792779922485352
1960.11.06_-34.228_115.056,-0.5222898483276367,0.5324241256713867
1960.11.11_-27.252_153.11,-1.2671504974365235,1.5359280395507813
1960.11.27_-21.063_149.188,-2.879048156738281,3.286544189453125
1960.12.01_-27.557_152.803,-1.3722163391113282,1.6310612487792968
1960.12.20_-26.895_152.319,-0.941897201538086,1.2162120056152343
1960.12.27._-33.891_151.277,-0.8615251159667969,1.0466612243652345
1961.01.06_-12.467_130.85,-4.1810540771484375,3.7985003662109373
1961.01.15_-28.196_153.578,-0.8929218292236328,1.1779092407226563
1961.02.01_-32.121_115.662,-0.433270263671875,0.46276256561279294
1961.02.17_-38.264_145.016,-0.665428695678711,0.5730949401855469
1961.03.18_-38.397_142.473,-0.6202348709106446,0.5843559646606445
1961.04.03_-37.908_145.101,-0.6737160491943359,0.5940949249267579
1961.04.14_-30.642_152.998,-0.8769152069091797,1.1307488250732423
1961.04.16_-34.217_151.0,-0.8565150451660156,1.035349349975586
1961.04.25_-30.88_153.058,-0.8745317077636718,1.1258845520019531
1961.05.07_-31.661_115.696,-0.43866294860839844,0.4656050109863281
1961.07.07_-27.033_153.467,-0.9176569366455078,1.1918817138671876
1961.09.06_-17.964_122.23,-4.810763854980468,4.874821472167969
1961.12.13_-10.58_142.219,-1.7100787353515625,1.8629246520996094
1961.12.27_-31.852_115.751,-0.4369647216796875,0.4655389404296875
1961.12.28_-21.074_149.228,-2.8742721557617186,3.2839862060546876
1962.01.02_-38.294_147.147,-0.8309941101074219,0.8198124694824219
1962.01.07_-26.783_153.133,-0.9471244049072266,1.2240269470214844
1962.01.07_-33.869_151.209,-0.8615251159667969,1.0466612243652345
1962.01.08_-34.542_150.858,-0.8554039764404296,1.0306138610839843
1962.01.11_-35.05_138.516,-1.1855183410644532,1.3907000732421875
1962.01.14_-28.8_153.583,-0.8868402099609375,1.1673131561279297
1962.01.14_-33.742_151.317,-0.8638314056396484,1.0511798858642578
1962.01.21_-34.057_151.152,-0.8580573272705078,1.0385281372070312
1962.02.04_-28.164_153.548,-0.8929218292236328,1.1779092407226563
1962.02.15_-27.179_153.373,-1.211520233154297,1.480725555419922
1962.03.25_-33.282_151.579,-0.8700106048583984,1.067514877319336
1962.04.20_-28.044_153.437,-0.8965574645996094,1.1849622344970703
1962.06.07_-34.998_117.938,-0.5118259811401367,0.5896477127075195
1962.10.14_-38.173_144.873,-0.6526578521728515,0.5670961380004883
1962.11.10_-34.674_150.844,-0.8550900268554688,1.027861328125
1962.11.25_-19.259_146.817,-1.782685546875,1.8890960693359375
1962.11.29_-33.869_151.209,-0.8615251159667969,1.0466612243652345
1963.01.26_-29.109_153.422,-0.8919248962402344,1.1726897430419922
1963.01.28_-33.783_151.223,-0.8621099853515625,1.0487445831298827
1963.02.24_-34.279_150.956,-0.8563024139404297,1.0347895050048828
1963.04.13_-33.673_115.031,-0.49070613861083984,0.4985894775390625
1963.04.22_-29.432_153.365,-0.8917601013183594,1.165411376953125
1963.09.13_-34.042_151.163,-0.8580573272705078,1.0385281372070312
1963.11.14_-28.044_153.437,-0.8965574645996094,1.1849622344970703
1963.12.08_-34.928_138.601,-1.1855183410644532,1.3907000732421875
1963.12.21_-30.113_153.184,-0.8839015960693359,1.1407501983642578
1963.12.26_-25.288_152.768,-1.7214851379394531,1.9810256958007812
1964.01.01_-31.748_115.773,-0.4383910369873047,0.4657600784301758
1964.01.18_-34.228_115.056,-0.5222898483276367,0.5324241256713867
1964.02.02_-27.47_153.025,-1.3722163391113282,1.6310612487792968
1964.03.28_-28.0_153.417,-0.8968395233154297,1.1862823486328125
1964.11.18_-28.2_153.567,-0.8929218292236328,1.1779092407226563
1964.11.29_-38.416_142.004,-0.5982156372070313,0.5898204421997071
1964.12.10_-35.048_150.745,-0.8500952911376953,1.017432632446289
1965.01.10_-37.842_144.932,-0.6727967071533203,0.5962227249145508
1965.11.03_-16.591_145.519,-1.5120260620117187,1.564140625
1965.11.21_-27.47_153.025,-1.3722163391113282,1.6310612487792968
1965.12.28_-31.989_115.541,-0.4342033767700195,0.463070182800293
1966.01.10_-32.129_115.767,-0.434217643737793,0.462952880859375
1966.01.15_-34.367_150.917,-0.8556920623779297,1.033667755126953
1966.02.27_-34.288_150.949,-0.8563024139404297,1.0347895050048828
1966.03.20_-33.95_151.244,-0.8606995391845703,1.0447637939453125
1966.05.20_-30.452_152.898,-0.8764799499511718,1.1311502838134766
1966.05.20_-35.048_150.745,-0.8500952911376953,1.017432632446289
1966.08.28_-12.508_130.859,-4.1810540771484375,3.7985003662109373
1966.09.10_-31.979_115.533,-0.4342033767700195,0.463070182800293
1966.09.13_-35.027_117.884,-0.5100648880004883,0.5887093353271484
1966.12.26_-33.919_151.256,-0.8606995391845703,1.0447637939453125
1966.12.27_-30.884_153.04,-0.8745317077636718,1.1258845520019531
1966.12.27_-30.88_153.058,-0.8745317077636718,1.1258845520019531
1966.12.31_-41.852_148.26,-0.7695146942138672,0.7838001251220703
1967.03.10_-33.872_151.278,-0.8615251159667969,1.0466612243652345
1967.03.12_-38.15_144.362,-0.6876174926757812,0.6239764022827149
1967.08.10_-35.048_150.745,-0.8500952911376953,1.017432632446289
1967.11.30_-28.0_153.417,-0.8968395233154297,1.1862823486328125
1967.11.30_-34.428_150.893,-0.8554792785644532,1.032839813232422
1967.12.17_-38.314_144.668,-1.16514404296875,1.0017438507080079
1968.02.02_-28.556_153.544,-0.8889581298828125,1.1653212738037109
1968.02.20_-31.896_115.958,-0.4369647216796875,0.4655389404296875
1968.04.07_-32.805_151.961,-0.8735684204101563,1.0794224548339844
1968.12.26_-33.795_151.285,-0.8621099853515625,1.0487445831298827
1969.01.27_-35.014_150.849,-0.8502462005615234,1.0175359344482422
1969.02.17_-42.948_147.349,-0.7515409088134766,0.7315374755859375
1969.03.25_-32.928_151.782,-0.8734986114501954,1.0784809112548828
1969.05.14_-23.267_151.935,-1.4558251953125,1.7906266784667968
1969.11.05_-33.87_151.202,-0.8615251159667969,1.0466612243652345
1969.11.30_-31.896_115.958,-0.4369647216796875,0.4655389404296875
1970.09.02_-33.87_151.202,-0.8615251159667969,1.0466612243652345
1971.08.21_-33.806_151.295,-0.8621099853515625,1.0487445831298827
1971.11.25_-33.87_151.202,-0.8615251159667969,1.0466612243652345
1971.12.05_-23.842_151.25,-1.798040771484375,2.0909095764160157
1971.12.23_-30.924_153.089,-0.8739431762695312,1.1252825164794922
1972.02.12_-42.98_145.56,-0.5916218948364258,0.47566741943359375
1972.02.20_-38.933_146.367,-1.2579429626464844,1.0033345794677735
1972.04.01_-27.487_153.239,-1.419542999267578,1.6726280212402345
1972.06.26_-20.918_142.703,-2.096474304199219,2.3064971923828126
1972.10.21_-35.417_150.42,-0.8445355987548828,1.0007139587402343
1972.12.08_-33.87_151.202,-0.8615251159667969,1.0466612243652345
1972.12.22_-28.133_153.5,-0.896119613647461,1.1835131072998046
1973.08.25_-27.435_153.53,-0.8984606170654297,1.1843009185791016
1973.08.27_-16.744_145.671,-1.49503173828125,1.5479745483398437
1973.11.03_-17.563_139.448,-2.134238586425781,2.191764678955078
1973.11.25_-31.896_115.958,-0.4369647216796875,0.4655389404296875
1974.09.01_-27.731_153.443,-0.8967983245849609,1.191918258666992
1974.12.10_-33.625_115.32,-0.48667823791503906,0.49749755859375
1975.02.07_-28.133_153.5,-0.896119613647461,1.1835131072998046
1975.02.09_-38.41_144.183,-1.3959831237792968,1.2585010528564453
1975.03.13_-27.96_153.425,-0.8968606567382813,1.1874234771728516
1975.03.18_-16.517_139.406,-1.7191497802734375,1.8301387023925781
1975.07.05_-31.045_115.353,-0.43727550506591795,0.46136276245117186
1975.07.26_-26.65_153.1,-0.9415785980224609,1.215576171875
1975.07.30_-43.358_147.363,-0.7287720489501953,0.7010920715332031
1975.10.12_-28.8_153.583,-0.8868402099609375,1.1673131561279297
1975.11.07_-27.435_153.53,-0.8984606170654297,1.1843009185791016
1975.11.19_-33.782_151.285,-0.8621099853515625,1.0487445831298827
1975.12.02_-28.17_153.543,-0.8929218292236328,1.1779092407226563
1975.12.29_-34.982_138.516,-1.1855183410644532,1.3907000732421875
1976.06.01_-27.532_153.463,-0.8956623840332031,1.1910102081298828
1976.11.26_-27.967_153.416,-0.8968606567382813,1.1874234771728516
1976.12.29_-26.799_153.133,-0.9471244049072266,1.2240269470214844
1977.02.04_-38.347_144.728,-1.4798466491699218,1.3315963745117188
1977.02.26_-28.273_153.581,-0.8898392486572265,1.171876449584961
1977.03.13_-27.087_153.415,-1.0166887664794921,1.29576171875
1977.04.26_-28.149_153.418,-0.896119613647461,1.1835131072998046
1977.05.16_-27.974_153.418,-0.8968395233154297,1.1862823486328125
1977.08.23_-26.386_153.092,-0.9437657165527343,1.2187022399902343
1978.09.02_-43.17_147.44,-0.7401680755615234,0.7195792388916016
1978.12.29_-26.986_153.133,-1.0063587951660156,1.2861912536621094
1979.09.14_-28.647_153.602,-0.8891409301757812,1.1658721160888672
1981.02.07_-32.015_115.531,-0.43395423889160156,0.46272380828857423
1981.02.16_-32.025_115.75,-0.435899543762207,0.46491676330566406
1981.12.13_-16.76_145.974,-1.4712841796875,1.5310989379882813
1982.02.28_-43.63_146.79,-0.6317258071899414,0.5426812362670899
1982.03.07_-28.652_153.628,-0.8891409301757812,1.1658721160888672
1984.11.30_-21.063_149.188,-2.879048156738281,3.286544189453125
1985.11.11_-23.842_151.25,-1.798040771484375,2.0909095764160157
1986.05.18_-33.833_151.28,-0.8621099853515625,1.0487445831298827
1986.07.26_-32.006_115.507,-0.43395423889160156,0.46272380828857423
1986.08.03_-33.833_151.28,-0.8621099853515625,1.0487445831298827
1986.10.01_-12.189_96.829,-0.5301886367797851,0.7357704162597656
1987.03.30_-33.887_121.842,-0.5071339035034179,0.6419744110107422
1987.09.18_-35.05_138.517,-1.1855183410644532,1.3907000732421875
1987.12.13_-35.081_150.489,-0.8454113006591797,1.0022213745117188
1988.10.06_-36.121_144.753,-0.6694382476806641,0.5948576736450195
1989.03.04_-18.086_122.283,-4.932205505371094,4.991068115234375
1989.08.06_-27.312_153.345,-1.305577392578125,1.5723896789550782
1989.10.22_-41.435_148.277,-0.78192626953125,0.8107575988769531
1989.10.29_-14.181_132.191,-3.56570556640625,3.13652587890625
1989.12.03_-12.333_136.817,-1.0616089630126953,0.8320231628417969
1990.04.06_-28.2_153.567,-0.8929218292236328,1.1779092407226563
1990.04.07_-28.2_153.567,-0.8929218292236328,1.1779092407226563
1990.04.09_-28.164_153.548,-0.8929218292236328,1.1779092407226563
1990.05.10_-16.484_145.461,-1.5141259765625,1.5655091857910157
1990.10.25_-35.512_138.762,-0.5677129745483398,0.7340298461914062
1990.10.27_-28.048_153.422,-0.8965574645996094,1.1849622344970703
1990.11.28_-28.004_153.371,-0.8968395233154297,1.1862823486328125
1991.01.09_-31.898_115.772,-0.4369647216796875,0.4655389404296875
1991.01.19_-28.048_153.422,-0.8965574645996094,1.1849622344970703
1991.03.03_-34.596_150.902,-0.854715576171875,1.0285357666015624
1991.08.30_-27.47_153.025,-1.3722163391113282,1.6310612487792968
1991.09.08_-35.271_138.444,-1.0662067413330079,1.2681533813476562
1992.01.29_-28.179_153.537,-0.8929218292236328,1.1779092407226563
1992.02.09_-42.989_147.522,-0.7650376892089844,0.7426953125
1992.03.10_-38.283_144.6,-1.4889448547363282,1.3381590270996093
1992.10.01_-27.027_153.451,-0.9385224914550782,1.213893814086914
1992.10.15_-33.63_151.33,-0.8662629699707032,1.0545095825195312
1993.02.04_-26.682_153.118,-0.941897201538086,1.2162120056152343
1993.06.05_-40.942_146.985,-1.8236550903320312,1.55302734375
1993.06.09_-28.644_153.615,-0.8891409301757812,1.1658721160888672
1993.08.14_-32.006_115.507,-0.43395423889160156,0.46272380828857423
1993.11.21_-18.086_122.283,-4.932205505371094,4.991068115234375
1994.01.09_-27.55_152.822,-1.3722163391113282,1.6310612487792968
1994.01.12_-35.027_117.884,-0.5100648880004883,0.5887093353271484
1994.12.09_-18.292_146.244,-1.668816375732422,1.7502288818359375
1995.03.21_-33.863_151.241,-0.8615251159667969,1.0466612243652345
1995.04.09_-36.964_149.89,-0.8262991333007812,0.9764668273925782
1995.09.11_-34.991_117.345,-0.5060247421264649,0.5597885131835938
1995.10.11_-25.281_152.829,-1.7324461364746093,1.9905058288574218
1995.11.17_-23.126_150.974,-2.4408282470703124,2.685428466796875
1996.01.12_-34.485_150.9,-0.8555808258056641,1.0318485260009767
1996.01.14_-35.051_117.693,-0.5038011169433594,0.5692407608032226
1996.01.22_-20.918_142.703,-2.096474304199219,2.3064971923828126
1996.02.04_-31.518_159.065,-0.9654060363769531,1.1319239044189453
1996.02.26_-33.834_151.092,-0.8621099853515625,1.0487445831298827
1996.03.05_-23.442_151.915,-1.4514231872558594,1.7735586547851563
1996.04.25_-33.676_151.307,-0.8651046752929688,1.0526553344726564
1996.05.24_-33.891_151.277,-0.8615251159667969,1.0466612243652345
1996.06.06_-38.421_145.075,-1.3978221130371093,1.2895372009277344
1996.12.29_-26.528_153.074,-0.9415087890625,1.2157884979248046
1997.01.01_-38.526_145.1,-1.5442979431152344,1.4182986450195312
1997.01.20_-28.78_114.614,-0.4808120346069336,0.5025665283203125
1997.01.25_-20.282_149.039,-1.8512677001953124,2.3189714050292967
1997.02.03_-33.864_151.158,-0.8615251159667969,1.0466612243652345
1997.02.28_-20.352_148.957,-2.0532640075683593,2.549216613769531
1997.02.28_-28.021_153.362,-0.8968395233154297,1.1862823486328125
1997.07.27_-26.648_153.103,-0.9415785980224609,1.215576171875
1997.10.28_-32.014_115.763,-0.435899543762207,0.46491676330566406
1997.11.05_-33.993_151.175,-0.8590452575683594,1.0404325103759766
1997.11.09_-35.027_117.884,-0.5100648880004883,0.5887093353271484
1998.01.17_-35.512_138.719,-0.5677129745483398,0.7340298461914062
1998.01.28_-33.613_151.33,-0.8662629699707032,1.0545095825195312
1998.06.28_-35.33_136.118,-0.5057203292846679,0.7019461059570312
1998.12.15_-35.512_138.719,-0.5677129745483398,0.7340298461914062
1998.12.22_-35.512_138.719,-0.5677129745483398,0.7340298461914062
1999.02.23_-30.749_152.994,-0.8760198974609374,1.1284033966064453
1999.05.29_-34.889_137.458,-0.6115230178833008,0.8226993560791016
2000.03.02_-33.846_151.24,-0.8615251159667969,1.0466612243652345
2000.03.09_-33.834_151.092,-0.8621099853515625,1.0487445831298827
2000.03.10_-33.834_151.092,-0.8621099853515625,1.0487445831298827
2000.03.14_-33.497_151.411,-0.8670728302001953,1.057611846923828
2000.03.30_-27.963_153.426,-0.8968606567382813,1.1874234771728516
2000.09.18_-34.428_150.893,-0.8554792785644532,1.032839813232422
2000.09.25_-34.611_137.877,-1.4333395385742187,1.6452021789550781
2000.10.29_-27.501_153.348,-1.4301530456542968,1.6819700622558593
2000.11.06_-32.014_115.763,-0.435899543762207,0.46491676330566406
2000.11.20_-32.131_133.682,-0.7817691040039062,1.0322600555419923
2000.11.21_-18.616_146.497,-1.7670964050292968,1.8658883666992188
2000.12.03_-23.44_152.04,-1.3267201232910155,1.6546908569335939
2000.12.11_-34.497_137.483,-0.6183130264282226,0.8376337432861328
2000.12.24_-21.018_144.434,-1.8831201171875,1.982896270751953
2001.01.21_-34.928_138.601,-1.1855183410644532,1.3907000732421875
2001.01.24_-30.884_153.04,-0.8745317077636718,1.1258845520019531
2001.02.04_-29.643_153.307,-0.8867608642578125,1.1520135498046875
2001.02.26_-35.027_117.884,-0.5100648880004883,0.5887093353271484
2001.04.02_-30.642_152.998,-0.8769152069091797,1.1307488250732423
2001.04.08_-33.905_151.261,-0.8615251159667969,1.0466612243652345
2001.05.04_-33.269_151.556,-0.8700106048583984,1.067514877319336
2001.06.09_-31.555_159.082,-0.965145492553711,1.1319964599609376
2001.09.30_-27.312_153.345,-1.305577392578125,1.5723896789550782
2001.10.02_-20.918_142.703,-2.096474304199219,2.3064971923828126
2001.11.07_-32.028_115.75,-0.435899543762207,0.46491676330566406
2001.11.23_-28.842_153.602,-0.8868402099609375,1.1673131561279297
2001.12.21_-31.951_115.86,-0.43631591796875,0.46526737213134767
2002.01.30_-32.75_152.163,-0.8727862548828125,1.0824812316894532
2002.01.30_-33.306_115.788,-0.4827304458618164,0.4932203674316406
2002.02.07_-33.834_151.092,-0.8621099853515625,1.0487445831298827
2002.02.16_-26.407_153.105,-0.942259292602539,1.2168733978271484
2002.04.12_-32.94_151.768,-0.8734986114501954,1.0784809112548828
2002.04.21_-31.433_152.9,-0.8706361389160157,1.1227922058105468
2002.04.30_-32.373_133.936,-0.7576908874511719,1.0119330596923828
2002.05.07_-12.463_130.846,-4.147141418457031,3.76570556640625
2002.06.20_-26.407_153.105,-0.942259292602539,1.2168733978271484
2002.12.16_-28.077_153.437,-0.8965574645996094,1.1849622344970703
2002.12.20_-26.823_153.118,-0.9471244049072266,1.2240269470214844
2002.12.21_44.954_-93.09,-3.4746435546875,3.134934387207031
2002.12.29_-16.672_145.933,-1.4780116271972656,1.5365602111816405
2003.01.02_-33.892_135.189,-0.5914170455932617,0.7930126190185547
2003.02.08_-28.088_153.441,-0.8965574645996094,1.1849622344970703
2003.02.11_-33.92_151.25,-0.8606995391845703,1.0447637939453125
2003.02.15_-35.5_138.5,-0.549876937866211,0.7171044158935547
2003.07.26_-12.182_136.782,-1.5030288696289062,1.2797521209716798
2003.10.31_-32.444_152.528,-0.872464370727539,1.0950189971923827
2003.11.01_-32.435_152.526,-0.872464370727539,1.0950189971923827
2003.11.30_-33.961_115.077,-0.5069694137573242,0.5164125823974609
2003.12.08_-38.271_144.559,-1.4748703002929688,1.3302980041503907
2004.01.12_-34.597_150.9,-0.854715576171875,1.0285357666015624
2004.01.25_-33.136_115.721,-0.4746941375732422,0.4866054916381836
2004.02.11_-33.106_151.645,-0.8721678924560546,1.0741928100585938
2004.02.16_-28.179_153.537,-0.8929218292236328,1.1779092407226563
2004.02.21_-31.967_152.583,-0.8756861114501953,1.1142408752441406
2004.03.06_34.52_-105.87,-3.4584860229492187,3.4763803100585937
2004.04.26_-32.181_152.512,-0.8735292816162109,1.1116001892089844
2004.06.10_-33.321_115.638,-0.4827304458618164,0.4932203674316406
2004.06.26_-31.929_115.755,-0.43631591796875,0.46526737213134767
2004.07.10_-33.875_114.986,-0.4978323745727539,0.5088227462768554
2004.07.19_-31.874_115.753,-0.4369647216796875,0.4655389404296875
2004.08.03_-28.647_153.602,-0.8891409301757812,1.1658721160888672
2004.09.25_-16.416_145.771,-1.4930741882324219,1.5499710083007812
2004.10.21_-32.805_151.961,-0.8735684204101563,1.0794224548339844
2004.12.11_-16.21_145.881,-1.4089253234863282,1.4695628356933594
2004.12.16_-34.945_138.504,-1.1855183410644532,1.3907000732421875
2005.01.14_-38.36_144.769,-1.4798466491699218,1.3315963745117188
2005.01.19_-38.173_144.873,-0.6526578521728515,0.5670961380004883
2005.02.26_-26.895_152.319,-0.941897201538086,1.2162120056152343
2005.04.16_-12.111_136.811,-1.5329310607910156,1.3192037963867187
2005.04.16_-33.905_151.261,-0.8615251159667969,1.0466612243652345
2005.04.17_-34.921_150.723,-0.8516280364990234,1.0206987762451172
2005.04.25_-36.443_150.061,-0.8329440307617187,0.9778659820556641
2005.05.15_-19.259_146.817,-1.782685546875,1.8890960693359375
2005.08.24_-34.982_138.516,-1.1855183410644532,1.3907000732421875
2005.09.04_-34.914_135.686,-0.5190165710449218,0.7080857849121094
2005.09.07_-30.29_153.119,-0.875968246459961,1.1318302154541016
2005.09.23_-31.894_115.755,-0.4369647216796875,0.4655389404296875
2005.09.24_-35.775_137.214,-0.4745694351196289,0.7141273498535157
2005.09.27_-33.981_151.243,-0.8599078369140625,1.0429801177978515
2005.11.25_-37.835_144.96,-0.6727967071533203,0.5962227249145508
2005.11.25_-38.474_145.022,-1.540248565673828,1.4043951416015625
2005.12.05_-34.58_138.482,-1.3927157592773438,1.5918521118164062
2005.12.11_-16.101_145.838,-1.4315730285644532,1.4921688842773437
2006.01.07_-27.397_153.454,-1.3414436340332032,1.606509246826172
2006.01.15_-31.934_115.764,-0.43631591796875,0.46526737213134767
2006.02.12_-25.257_152.818,-1.7324461364746093,1.9905058288574218
2006.02.12_-35.024_138.517,-1.1855183410644532,1.3907000732421875
2006.02.13_-26.799_153.133,-0.9471244049072266,1.2240269470214844
2006.03.15_-33.892_151.261,-0.8615251159667969,1.0466612243652345
2006.04.11_-32.931_151.786,-0.8734986114501954,1.0784809112548828
2006.05.02_-26.791_153.139,-0.9471244049072266,1.2240269470214844
2006.06.05_-35.6_138.496,-0.549876937866211,0.7171044158935547
2006.08.29_-35.848_137.751,-0.5675564575195312,0.7531685638427734
2006.12.18_-38.368_144.285,-1.4305735778808595,1.2872817993164063
2007.01.09_-32.387_152.523,-0.8732183837890625,1.0996175384521485
2007.01.19_-28.556_153.544,-0.8889581298828125,1.1653212738037109
2007.01.23_-37.502_149.978,-0.8365538024902344,0.9591891479492187
2007.02.03_-33.37_151.486,-0.8683502197265625,1.0624525451660156
