state,Date_Location,height_low_tide_max,height_low_tide_min,height_low_tide_mean
LOW TIDE,1960.04.22_-32.006_115.507,-0.02830543869005856,-0.1311573534913572,-0.07973139609070788
LOW TIDE,1960.09.18_-35.094_117.95,-0.13625599758771983,-0.2485016161029799,-0.19237880684534986
LOW TIDE,1960.11.11_-27.252_153.11,-0.419390552421012,-0.5080570233329944,-0.4637237878770032
LOW TIDE,1960.11.27_-21.063_149.188,-1.5076905642234275,-2.092357512941245,-1.800024038582336
LOW TIDE,1960.12.01_-27.557_152.803,-0.8354928665480101,-1.0478279946443163,-0.9416604305961632
LOW TIDE,1960.12.20_-26.895_152.319,-0.7543485717796613,-0.8475814715566897,-0.8009650216681755
LOW TIDE,1960.12.27._-33.891_151.277,-0.33150154814608224,-0.48771198766405777,-0.40960676790507
LOW TIDE,1961.01.06_-12.467_130.85,-1.8131018771679321,-2.7269266590481362,-2.270014268108034
LOW TIDE,1961.01.15_-28.196_153.578,-0.6623179289113341,-0.8225642339105127,-0.7424410814109235
LOW TIDE,1961.02.01_-32.121_115.662,-0.05265204533801573,-0.22723674988049675,-0.13994439760925623
LOW TIDE,1961.02.17_-38.264_145.016,-0.11770138059493368,-0.2781807500152763,-0.197941065305105
LOW TIDE,1961.03.18_-38.397_142.473,-0.27642675215083157,-0.332863385743252,-0.3046450689470418
LOW TIDE,1961.04.03_-37.908_145.101,-0.08332719576042578,-0.26456773047375154,-0.1443702767938747
LOW TIDE,1961.04.14_-30.642_152.998,-0.7232564402057893,-0.7918819084455946,-0.7575691743256919
LOW TIDE,1961.04.16_-34.217_151.0,-0.6336996971612813,-0.6794531278156807,-0.656576412488481
LOW TIDE,1961.04.25_-30.88_153.058,-0.3107408240951676,-0.46456601263530123,-0.3876534183652344
LOW TIDE,1961.05.07_-31.661_115.696,-0.22864891384453945,-0.22864891384453945,-0.22864891384453945
LOW TIDE,1961.07.07_-27.033_153.467,-0.3373199646384398,-0.6149592247394011,-0.4761395946889204
LOW TIDE,1961.09.06_-17.964_122.23,-0.677098540608626,-1.4442532277730256,-1.0606758841908257
LOW TIDE,1961.12.13_-10.58_142.219,0.42181881081634326,0.42181881081634326,0.42181881081634326
LOW TIDE,1961.12.27_-31.852_115.751,-0.19515866922421177,-0.19515866922421177,-0.19515866922421177
LOW TIDE,1961.12.28_-21.074_149.228,-1.0330089107246117,-1.2462246970551234,-1.1396168038898675
LOW TIDE,1962.01.02_-38.294_147.147,-0.2352853317761194,-0.3722362149382857,-0.30376077335720253
LOW TIDE,1962.01.07_-26.783_153.133,-0.7298334871134573,-0.8839697412244861,-0.8069016141689718
LOW TIDE,1962.01.07_-33.869_151.209,-0.6018032921111458,-0.7944207079878544,-0.6981120000495
LOW TIDE,1962.01.08_-34.542_150.858,-0.5704734177198302,-0.8082464178422112,-0.6893599177810207
LOW TIDE,1962.01.11_-35.05_138.516,-0.5057442143051921,-0.7531962382215206,-0.6294702262633564
LOW TIDE,1962.01.14_-28.8_153.583,-0.5843167222020709,-0.5843167222020709,-0.5843167222020709
LOW TIDE,1962.01.14_-33.742_151.317,-0.3528202974283893,-0.516326092888715,-0.43457319515855214
LOW TIDE,1962.01.21_-34.057_151.152,-0.4676267808256428,-0.6140002295040499,-0.5408135051648464
LOW TIDE,1962.02.04_-28.164_153.548,-0.7449450460240452,-0.8391213488957286,-0.7920331974598869
LOW TIDE,1962.02.15_-27.179_153.373,-0.5304979998349248,-0.5304979998349248,-0.5304979998349248
LOW TIDE,1962.03.25_-33.282_151.579,-0.47253817956333366,-0.49364951180960953,-0.4830938456864716
LOW TIDE,1962.04.20_-28.044_153.437,-0.5902456526786649,-0.673359106390584,-0.6318023795346245
LOW TIDE,1962.10.14_-38.173_144.873,-0.2056053421039628,-0.3251441530944323,-0.26537474759919755
LOW TIDE,1962.11.10_-34.674_150.844,-0.6638437390155194,-0.7344950026191199,-0.6991693708173197
LOW TIDE,1962.11.25_-19.259_146.817,-0.5546024198905737,-1.0522937466902698,-0.8034480832904217
LOW TIDE,1962.11.29_-33.869_151.209,-0.4772611370685683,-0.6174297991233593,-0.5473454680959637
LOW TIDE,1963.01.26_-29.109_153.422,-0.7319521742872016,-0.7417563956845138,-0.7368542849858577
LOW TIDE,1963.01.28_-33.783_151.223,-0.5758199850010328,-0.765955107523681,-0.6708875462623569
LOW TIDE,1963.02.24_-34.279_150.956,-0.6078329055943452,-0.7993391420379576,-0.7035860238161514
LOW TIDE,1963.04.13_-33.673_115.031,-0.12028128068285544,-0.16249712063282581,-0.14088167903636653
LOW TIDE,1963.04.22_-29.432_153.365,-0.7700567149550264,-0.848577678461312,-0.8093171967081692
LOW TIDE,1963.09.13_-34.042_151.163,-0.3585531401357252,-0.3585531401357252,-0.3585531401357252
LOW TIDE,1963.11.14_-28.044_153.437,-0.5126270029988155,-0.6782320219682865,-0.5954295124835509
LOW TIDE,1963.12.08_-34.928_138.601,-0.19183905902182968,-0.40561139237295996,-0.2987252256973948
LOW TIDE,1963.12.21_-30.113_153.184,-0.43561893324062734,-0.5451120554692866,-0.490365494354957
LOW TIDE,1963.12.26_-25.288_152.768,-0.8453286424263455,-1.2852287411145158,-1.0652786917704307
LOW TIDE,1964.01.01_-31.748_115.773,-0.36181401744104186,-0.36181401744104186,-0.36181401744104186
LOW TIDE,1964.01.18_-34.228_115.056,-0.2329365124322344,-0.2329365124322344,-0.2329365124322344
LOW TIDE,1964.02.02_-27.47_153.025,-0.8521893609754276,-0.853786937334414,-0.8529881491549208
LOW TIDE,1964.03.28_-28.0_153.417,-0.6452460617598632,-0.7112656098291151,-0.6782558357944892
LOW TIDE,1964.11.18_-28.2_153.567,-0.6397764657059931,-0.8269321084365121,-0.7333542870712526
LOW TIDE,1964.11.29_-38.416_142.004,0.028404289244944658,-0.11755796230924634,-0.04457683653215084
LOW TIDE,1964.12.10_-35.048_150.745,-0.22862495791312243,-0.4962117261502698,-0.3624183420316961
LOW TIDE,1965.01.10_-37.842_144.932,-0.36467511477582404,-0.46820663134239904,-0.41644087305911154
LOW TIDE,1965.11.03_-16.591_145.519,-0.5103928637244918,-0.7092329481602124,-0.609812905942352
LOW TIDE,1965.11.21_-27.47_153.025,-0.8998406709182794,-1.1289648113964368,-1.0144027411573582
LOW TIDE,1965.12.28_-31.989_115.541,-0.20911598622956143,-0.20911598622956143,-0.20911598622956143
LOW TIDE,1966.01.15_-34.367_150.917,-0.32202151026594356,-0.4514019783216144,-0.38671174429377897
LOW TIDE,1966.02.27_-34.288_150.949,-0.3508581352682796,-0.3921986023329493,-0.37152836880061446
LOW TIDE,1966.03.20_-33.95_151.244,-0.40414509110295144,-0.5827437283085988,-0.4934444097057751
LOW TIDE,1966.05.20_-30.452_152.898,-0.6368269197227929,-0.6368269197227929,-0.6368269197227929
LOW TIDE,1966.05.20_-35.048_150.745,-0.4910964614379157,-0.5800547587643213,-0.5355756101011185
LOW TIDE,1966.08.28_-12.508_130.859,-0.8384199351600186,-0.8384199351600186,-0.8384199351600186
LOW TIDE,1966.09.10_-31.979_115.533,-0.30553805829193686,-0.30553805829193686,-0.30553805829193686
LOW TIDE,1966.09.13_-35.027_117.884,-0.1928030588194303,-0.4013565104967684,-0.29707978465809937
LOW TIDE,1966.12.26_-33.919_151.256,-0.4409807513496468,-0.5697552292765348,-0.5053679903130908
LOW TIDE,1966.12.27_-30.884_153.04,-0.6093347430579376,-0.6122501660653855,-0.6107924545616615
LOW TIDE,1966.12.27_-30.88_153.058,-0.6093347430579376,-0.6122501660653855,-0.6107924545616615
LOW TIDE,1966.12.31_-41.852_148.26,-0.1607684134529899,-0.6595452148566812,-0.4101568141548355
LOW TIDE,1967.03.10_-33.872_151.278,-0.44976985432088523,-0.6105762568695315,-0.5301730555952084
LOW TIDE,1967.03.12_-38.15_144.362,0.12694967637547555,-0.1612657201564252,-0.04854849886746966
LOW TIDE,1967.08.10_-35.048_150.745,-0.4866724056186652,-0.7179064003486683,-0.6022894029836667
LOW TIDE,1967.11.30_-28.0_153.417,-0.6572709572558824,-0.8398402406504337,-0.748555598953158
LOW TIDE,1967.11.30_-34.428_150.893,-0.6295239413421957,-0.7001144317542192,-0.6648191865482074
LOW TIDE,1967.12.17_-38.314_144.668,-0.16421934329327073,-0.7276034243887142,-0.44591138384099244
LOW TIDE,1968.02.02_-28.556_153.544,-0.47301133877832857,-0.5924695914365732,-0.5327404651074509
LOW TIDE,1968.02.20_-31.896_115.958,-0.15172740441116836,-0.15172740441116836,-0.15172740441116836
LOW TIDE,1968.04.07_-32.805_151.961,-0.21168787831155722,-0.39513197474341916,-0.3034099265274882
LOW TIDE,1968.12.26_-33.795_151.285,-0.27342381484849076,-0.529665510577439,-0.4015446627129649
LOW TIDE,1969.01.27_-35.014_150.849,-0.2673505742320272,-0.27772077801967593,-0.27253567612585156
LOW TIDE,1969.02.17_-42.948_147.349,-0.10228857483709691,-0.5613322488772106,-0.33181041185715376
LOW TIDE,1969.03.25_-32.928_151.782,-0.2337655347551411,-0.32145877851726123,-0.2776121566362012
LOW TIDE,1969.05.14_-23.267_151.935,-0.8270375133649897,-1.0932980006067627,-0.9601677569858762
LOW TIDE,1969.11.05_-33.87_151.202,-0.2579490369154092,-0.5199131114909346,-0.38893107420317186
LOW TIDE,1969.11.30_-31.896_115.958,-0.2048733075049662,-0.2048733075049662,-0.2048733075049662
LOW TIDE,1970.09.02_-33.87_151.202,-0.48229084171371034,-0.6126376580582908,-0.5474642498860006
LOW TIDE,1971.08.21_-33.806_151.295,-0.4750416342282803,-0.6347670204559606,-0.5549043273421204
LOW TIDE,1971.11.25_-33.87_151.202,-0.27522960906231025,-0.5760656352154683,-0.4256476221388893
LOW TIDE,1971.12.05_-23.842_151.25,-1.097996253846887,-1.343158352563021,-1.220577303204954
LOW TIDE,1971.12.23_-30.924_153.089,-0.38885458008739393,-0.6349066535761441,-0.511880616831769
LOW TIDE,1972.02.12_-42.98_145.56,-0.29364753590788606,-0.29364753590788606,-0.29364753590788606
LOW TIDE,1972.02.20_-38.933_146.367,-0.5019114223278536,-0.9287512699320908,-0.7153313461299722
LOW TIDE,1972.04.01_-27.487_153.239,-0.8977888245900277,-0.9693383017940399,-0.9335635631920338
LOW TIDE,1972.06.26_-20.918_142.703,-1.4679673452848725,-1.4679673452848725,-1.4679673452848725
LOW TIDE,1972.10.21_-35.417_150.42,-0.6281388952769575,-0.6715400551996519,-0.6498394752383048
LOW TIDE,1972.12.08_-33.87_151.202,-0.4058879728424277,-0.5767581412167021,-0.4913230570295649
LOW TIDE,1972.12.22_-28.133_153.5,-0.7334600977839961,-0.7411041005208386,-0.7372820991524174
LOW TIDE,1973.08.25_-27.435_153.53,-0.6700354243371178,-0.6700354243371178,-0.6700354243371178
LOW TIDE,1973.08.27_-16.744_145.671,-0.904725965870193,-1.3046704019465405,-1.1046981839083667
LOW TIDE,1973.11.03_-17.563_139.448,-1.1911280921019667,-1.1911280921019667,-1.1911280921019667
LOW TIDE,1973.11.25_-31.896_115.958,-0.27692057660807,-0.27692057660807,-0.27692057660807
LOW TIDE,1974.09.01_-27.731_153.443,-0.6214130548424145,-0.6450632288714433,-0.6332381418569288
LOW TIDE,1974.12.10_-33.625_115.32,-0.32263869744432455,-0.32263869744432455,-0.32263869744432455
LOW TIDE,1975.02.07_-28.133_153.5,-0.42243164186937665,-0.5404373510433658,-0.4814344964563712
LOW TIDE,1975.02.09_-38.41_144.183,-0.151656688041643,-0.6887275990440458,-0.4201921435428444
LOW TIDE,1975.03.13_-27.96_153.425,-0.6135764092668214,-0.6579727291622565,-0.6357745692145389
LOW TIDE,1975.03.18_-16.517_139.406,-0.6220798173656803,-0.6220798173656803,-0.6220798173656803
LOW TIDE,1975.07.05_-31.045_115.353,-0.22489244594285449,-0.22489244594285449,-0.22489244594285449
LOW TIDE,1975.07.26_-26.65_153.1,-0.5767680901107802,-0.5846834819458352,-0.5807257860283077
LOW TIDE,1975.07.30_-43.358_147.363,-0.1558300080017087,-0.19505765397640035,-0.17544383098905453
LOW TIDE,1975.10.12_-28.8_153.583,-0.31729113163691935,-0.39020596647311373,-0.3537485490550165
LOW TIDE,1975.11.07_-27.435_153.53,-0.519614026872299,-0.6640678641625786,-0.5918409455174387
LOW TIDE,1975.11.19_-33.782_151.285,-0.49935346692933863,-0.6082557922548416,-0.5538046295920901
LOW TIDE,1975.12.02_-28.17_153.543,-0.6829489364237052,-0.7988810674289984,-0.7409150019263518
LOW TIDE,1975.12.29_-34.982_138.516,-0.21025190168190322,-0.4577717498646141,-0.33401182577325866
LOW TIDE,1976.06.01_-27.532_153.463,-0.5398226082185947,-0.5823877731907618,-0.5611051907046782
LOW TIDE,1976.11.26_-27.967_153.416,-0.4370945340513034,-0.5678660131702928,-0.5024802736107981
LOW TIDE,1976.12.29_-26.799_153.133,-0.50869237897756,-0.50869237897756,-0.50869237897756
LOW TIDE,1977.02.04_-38.347_144.728,-0.41531832002536617,-0.8372538581247815,-0.6262860890750739
LOW TIDE,1977.02.26_-28.273_153.581,-0.22281250098618133,-0.3630880335441039,-0.2929502672651426
LOW TIDE,1977.03.13_-27.087_153.415,-0.40510890095678687,-0.5157252532396109,-0.46041707709819885
LOW TIDE,1977.04.26_-28.149_153.418,-0.2923099645349636,-0.2923099645349636,-0.2923099645349636
LOW TIDE,1977.05.16_-27.974_153.418,-0.5347111925340793,-0.6559953094562277,-0.5953532509951536
LOW TIDE,1977.08.23_-26.386_153.092,-0.392395434780705,-0.392395434780705,-0.392395434780705
LOW TIDE,1978.09.02_-43.17_147.44,-0.09165945266113622,-0.36136445594350153,-0.22651195430231888
LOW TIDE,1978.12.29_-26.986_153.133,-0.7600524302429367,-0.9194146689145203,-0.8397335495787285
LOW TIDE,1979.09.14_-28.647_153.602,-0.3311507199700187,-0.3311507199700187,-0.3311507199700187
LOW TIDE,1981.02.07_-32.015_115.531,-0.04533021533582633,-0.22443297317311375,-0.13488159425447005
LOW TIDE,1981.02.16_-32.025_115.75,-0.31084585296244227,-0.31084585296244227,-0.31084585296244227
LOW TIDE,1981.12.13_-16.76_145.974,-0.5057000471967259,-1.2536063180225514,-0.8796531826096387
LOW TIDE,1982.02.28_-43.63_146.79,-0.10412348168009658,-0.11475573697423778,-0.10943960932716718
LOW TIDE,1982.03.07_-28.652_153.628,-0.6497559855650317,-0.67315974852355,-0.6614578670442908
LOW TIDE,1984.11.30_-21.063_149.188,-0.9024785328081041,-1.386773842888954,-1.144626187848529
LOW TIDE,1985.11.11_-23.842_151.25,-1.467357146403306,-1.767543177159675,-1.6174501617814905
LOW TIDE,1986.05.18_-33.833_151.28,-0.25853920820731996,-0.5367560407709394,-0.3976476244891297
LOW TIDE,1986.07.26_-32.006_115.507,-0.02370415205682251,-0.10203837941821209,-0.0628712657375173
LOW TIDE,1986.08.03_-33.833_151.28,-0.3464734820490629,-0.47513509514696695,-0.41080428859801493
LOW TIDE,1986.10.01_-12.189_96.829,-0.25745460010902665,-0.3197467896078457,-0.2886006948584362
LOW TIDE,1987.03.30_-33.887_121.842,-0.2527848495936538,-0.2647434889160348,-0.2587641692548443
LOW TIDE,1987.09.18_-35.05_138.517,-0.3533253177467553,-0.44182288720515533,-0.3975741024759553
LOW TIDE,1987.12.13_-35.081_150.489,-0.1727822885995291,-0.4646224618511121,-0.31870237522532063
LOW TIDE,1988.10.06_-36.121_144.753,-0.17046324137405414,-0.39423338986479967,-0.2823483156194269
LOW TIDE,1989.03.04_-18.086_122.283,-0.317931670616379,-0.7338170936752769,-0.5535237568795179
LOW TIDE,1989.08.06_-27.312_153.345,-0.6400805398918508,-0.8333050153732495,-0.7366927776325501
LOW TIDE,1989.10.22_-41.435_148.277,-0.1170320263667299,-0.49070197011198285,-0.30386699823935637
LOW TIDE,1989.10.29_-14.181_132.191,-1.5762960731078413,-2.544418742434263,-2.0603574077710523
LOW TIDE,1989.12.03_-12.333_136.817,-0.08832575659392207,-0.8408868413310411,-0.46460629896248157
LOW TIDE,1990.04.06_-28.2_153.567,-0.49445207736592145,-0.5895362462386745,-0.541994161802298
LOW TIDE,1990.04.07_-28.2_153.567,-0.5369838971956474,-0.6356089220004253,-0.5862964095980363
LOW TIDE,1990.04.09_-28.164_153.548,-0.577958516936913,-0.6792726981498916,-0.6286156075434023
LOW TIDE,1990.05.10_-16.484_145.461,-0.2251238978782043,-0.8601635916407057,-0.542643744759455
LOW TIDE,1990.10.25_-35.512_138.762,-0.012084433514363526,-0.3695856141038183,-0.1908350238090909
LOW TIDE,1990.10.27_-28.048_153.422,-0.2720506973884801,-0.4036556124967554,-0.33785315494261775
LOW TIDE,1990.11.28_-28.004_153.371,-0.36541804557203894,-0.6768139737484802,-0.5211160096602596
LOW TIDE,1991.01.09_-31.898_115.772,-0.20381074019923195,-0.20381074019923195,-0.20381074019923195
LOW TIDE,1991.01.19_-28.048_153.422,-0.5966745957195471,-0.613017434976476,-0.6048460153480115
LOW TIDE,1991.03.03_-34.596_150.902,-0.5706503469869384,-0.6040753693668728,-0.5873628581769056
LOW TIDE,1991.08.30_-27.47_153.025,-0.6693582615735136,-0.9457533684917767,-0.8075558150326452
LOW TIDE,1991.09.08_-35.271_138.444,-0.6011569477552765,-0.6011569477552765,-0.6011569477552765
LOW TIDE,1992.01.29_-28.179_153.537,-0.2759227676152653,-0.45354822556728763,-0.36473549659127646
LOW TIDE,1992.02.09_-42.989_147.522,-0.1521060475327885,-0.1925714959171549,-0.1723387717249717
LOW TIDE,1992.03.10_-38.283_144.6,-0.6836952676126574,-1.1531397495381392,-0.9184175085753983
LOW TIDE,1992.10.01_-27.027_153.451,-0.37556505905122783,-0.6168489826766184,-0.4962070208639231
LOW TIDE,1992.10.15_-33.63_151.33,-0.48963481608498194,-0.5613854920004507,-0.5255101540427163
LOW TIDE,1993.02.04_-26.682_153.118,-0.5251915532219291,-0.7487402257905502,-0.6369658895062397
LOW TIDE,1993.06.05_-40.942_146.985,-0.880813458236444,-1.547586949548422,-1.214200203892433
LOW TIDE,1993.06.09_-28.644_153.615,-0.42017363488851855,-0.5062634928226643,-0.4632185638555914
LOW TIDE,1993.08.14_-32.006_115.507,-0.2701122176838235,-0.2701122176838235,-0.2701122176838235
LOW TIDE,1993.11.21_-18.086_122.283,-1.4620496236028446,-2.181220058899249,-1.821634841251047
LOW TIDE,1994.01.09_-27.55_152.822,-0.8019577438047818,-0.8019577438047818,-0.8019577438047818
LOW TIDE,1994.01.12_-35.027_117.884,-0.10968206162370539,-0.34792862179708006,-0.22880534171039274
LOW TIDE,1994.12.09_-18.292_146.244,-0.4089466942810432,-0.6786392064048415,-0.5437929503429424
LOW TIDE,1995.03.21_-33.863_151.241,-0.5430743013098324,-0.6313366997873235,-0.5872055005485779
LOW TIDE,1995.04.09_-36.964_149.89,-0.21034452191444555,-0.4104859631634903,-0.3104152425389679
LOW TIDE,1995.09.11_-34.991_117.345,-0.11595243381138794,-0.13627176121905174,-0.12611209751521985
LOW TIDE,1995.10.11_-25.281_152.829,-1.0403079264282158,-1.2784448582655978,-1.159376392346907
LOW TIDE,1995.11.17_-23.126_150.974,-0.8665147463291341,-0.8665147463291341,-0.8665147463291341
LOW TIDE,1996.01.12_-34.485_150.9,-0.31851381786118166,-0.5263917711057204,-0.4224527944834511
LOW TIDE,1996.01.14_-35.051_117.693,-0.1252319528146295,-0.1252319528146295,-0.1252319528146295
LOW TIDE,1996.01.22_-20.918_142.703,-1.5328659578711914,-1.5328659578711914,-1.5328659578711914
LOW TIDE,1996.02.04_-31.518_159.065,-0.6667763612662717,-0.691103345413001,-0.6789398533396364
LOW TIDE,1996.02.26_-33.834_151.092,-0.3021842926443398,-0.3106177938405457,-0.30640104324244277
LOW TIDE,1996.03.05_-23.442_151.915,-1.0516218049145951,-1.0556656258328043,-1.0536437153736997
LOW TIDE,1996.04.25_-33.676_151.307,-0.20999762871895541,-0.4144319219442427,-0.3122147753315991
LOW TIDE,1996.05.24_-33.891_151.277,-0.22266519961179934,-0.4789041842551564,-0.3507846919334779
LOW TIDE,1996.06.06_-38.421_145.075,-0.7517437867994695,-1.2652800584850254,-1.0085119226422474
LOW TIDE,1996.12.29_-26.528_153.074,-0.4960242816326904,-0.5497805758550383,-0.5229024287438644
LOW TIDE,1997.01.01_-38.526_145.1,-0.8548273253119709,-0.8566343206494635,-0.8557308229807172
LOW TIDE,1997.01.20_-28.78_114.614,0.27146403097789795,-0.2720689761844642,-0.06254543838682156
LOW TIDE,1997.01.25_-20.282_149.039,-1.0842877786438874,-1.0842877786438874,-1.0842877786438874
LOW TIDE,1997.02.03_-33.864_151.158,-0.40881519899123064,-0.4413163478249996,-0.42506577340811513
LOW TIDE,1997.02.28_-20.352_148.957,-0.6291750088845713,-0.8424844861257479,-0.7358297475051596
LOW TIDE,1997.02.28_-28.021_153.362,-0.5045796038848439,-0.5045796038848439,-0.5045796038848439
LOW TIDE,1997.07.27_-26.648_153.103,-0.33933675421435144,-0.6314111251215317,-0.4853739396679416
LOW TIDE,1997.10.28_-32.014_115.763,-0.06468609940814618,-0.08914913506309473,-0.07691761723562046
LOW TIDE,1997.11.05_-33.993_151.175,-0.39656487682647,-0.5478233945804087,-0.4721941357034394
LOW TIDE,1997.11.09_-35.027_117.884,0.06686456405890111,-0.22925028108550882,-0.08119285851330385
LOW TIDE,1998.01.17_-35.512_138.719,-0.2636460892280137,-0.26892943441238787,-0.26628776182020075
LOW TIDE,1998.01.28_-33.613_151.33,-0.5958153983346034,-0.7715612536979721,-0.6836883260162878
LOW TIDE,1998.06.28_-35.33_136.118,-0.20326908347029016,-0.34562416505897614,-0.2744466242646332
LOW TIDE,1998.12.15_-35.512_138.719,-0.1301051358864368,-0.20794980622305653,-0.17622850418586103
LOW TIDE,1998.12.22_-35.512_138.719,-0.2092206768949293,-0.386753919664989,-0.2979872982799592
LOW TIDE,1999.02.23_-30.749_152.994,-0.41114717878913537,-0.5044130711118574,-0.45778012495049636
LOW TIDE,1999.05.29_-34.889_137.458,-0.29153436045987763,-0.34769546870032203,-0.31961491458009983
LOW TIDE,2000.03.02_-33.846_151.24,-0.3021817062419823,-0.4624446155176196,-0.38231316087980094
LOW TIDE,2000.03.09_-33.834_151.092,-0.5865302124372603,-0.6442590778826874,-0.6153946451599739
LOW TIDE,2000.03.10_-33.834_151.092,-0.562343898339589,-0.5870545910539547,-0.5746992446967718
LOW TIDE,2000.03.14_-33.497_151.411,-0.3677622942372653,-0.4699071123559194,-0.41883470329659234
LOW TIDE,2000.03.30_-27.963_153.426,-0.357606296010902,-0.389657176822617,-0.3736317364167595
LOW TIDE,2000.09.18_-34.428_150.893,-0.5007803356441443,-0.5557161626444329,-0.5282482491442886
LOW TIDE,2000.09.25_-34.611_137.877,-0.35039671015292756,-0.9045065519202619,-0.6274516310365947
LOW TIDE,2000.10.29_-27.501_153.348,-0.9532095335479378,-1.1263883732023936,-1.0397989533751657
LOW TIDE,2000.11.06_-32.014_115.763,0.07671376978925552,-0.14672781070233823,-0.03500702045654135
LOW TIDE,2000.11.20_-32.131_133.682,0.01990430867261805,-0.284670807020491,-0.13238324917393648
LOW TIDE,2000.11.21_-18.616_146.497,-0.8430071016929647,-1.1650668678599974,-1.004036984776481
LOW TIDE,2000.12.03_-23.44_152.04,-0.3915105904924123,-0.49599262284839923,-0.4437516066704058
LOW TIDE,2000.12.11_-34.497_137.483,-0.3130646347439283,-0.4321028573655618,-0.3725837460547451
LOW TIDE,2000.12.24_-21.018_144.434,-0.6773628644567141,-1.1984326892938804,-0.9378977768752972
LOW TIDE,2001.01.21_-34.928_138.601,-0.3004827380355678,-0.49479181361779895,-0.3976372758266834
LOW TIDE,2001.01.24_-30.884_153.04,-0.5802762302853083,-0.5802762302853083,-0.5802762302853083
LOW TIDE,2001.02.04_-29.643_153.307,-0.4257608179253966,-0.5734065881799351,-0.49958370305266586
LOW TIDE,2001.02.26_-35.027_117.884,-0.1521576460463179,-0.22054349783957536,-0.18635057194294663
LOW TIDE,2001.04.02_-30.642_152.998,-0.3874358526511465,-0.46123980460474917,-0.42433782862794783
LOW TIDE,2001.04.08_-33.905_151.261,-0.6879242298976337,-0.7493453866354426,-0.7186348082665381
LOW TIDE,2001.05.04_-33.269_151.556,-0.6948562762400349,-0.6948562762400349,-0.6948562762400349
LOW TIDE,2001.06.09_-31.555_159.082,-0.5585751134735765,-0.5882382211018289,-0.5734066672877027
LOW TIDE,2001.09.30_-27.312_153.345,-0.8238660647001564,-0.8329503058078834,-0.8284081852540199
LOW TIDE,2001.10.02_-20.918_142.703,-0.490979219023033,-0.490979219023033,-0.490979219023033
LOW TIDE,2001.11.23_-28.842_153.602,-0.23660462894230672,-0.43869873779290863,-0.33765168336760765
LOW TIDE,2001.12.21_-31.951_115.86,-0.18155573336018366,-0.18155573336018366,-0.18155573336018366
LOW TIDE,2002.01.30_-32.75_152.163,-0.6666444578338298,-0.8458294958786415,-0.7562369768562356
LOW TIDE,2002.01.30_-33.306_115.788,-0.0805074057614534,-0.35964418734452636,-0.22007579655298987
LOW TIDE,2002.02.07_-33.834_151.092,-0.4131323518232353,-0.4131323518232353,-0.4131323518232353
LOW TIDE,2002.02.16_-26.407_153.105,-0.5455728095171751,-0.5540194110320606,-0.5497961102746178
LOW TIDE,2002.04.12_-32.94_151.768,-0.5174886727270352,-0.5986111047931737,-0.5580498887601044
LOW TIDE,2002.04.21_-31.433_152.9,-0.3297015105256844,-0.4982140158431006,-0.4139577631843925
LOW TIDE,2002.04.30_-32.373_133.936,-0.3522529207576374,-0.6549307850653345,-0.503591852911486
LOW TIDE,2002.05.07_-12.463_130.846,-0.9942312864623869,-1.1255715113989684,-1.0599013989306776
LOW TIDE,2002.06.20_-26.407_153.105,-0.4359356960009438,-0.7501822790770755,-0.5930589875390097
LOW TIDE,2002.12.16_-28.077_153.437,-0.3768432968354793,-0.3768432968354793,-0.3768432968354793
LOW TIDE,2002.12.20_-26.823_153.118,-0.5481359963239902,-0.7210669866270937,-0.634601491475542
LOW TIDE,2002.12.21_44.954_-93.09,-2.1371102034558063,-2.42179248996255,-2.279451346709178
LOW TIDE,2002.12.29_-16.672_145.933,-0.39728155081569116,-0.39728155081569116,-0.39728155081569116
LOW TIDE,2003.01.02_-33.892_135.189,-0.34933507325205826,-0.38264512301730086,-0.36599009813467953
LOW TIDE,2003.02.08_-28.088_153.441,-0.2615588541318224,-0.4474337661853885,-0.35449631015860544
LOW TIDE,2003.02.11_-33.92_151.25,-0.2735607374838858,-0.2852064990824047,-0.2793836182831453
LOW TIDE,2003.02.15_-35.5_138.5,-0.16599634705264224,-0.37468396232090223,-0.2797528258973751
LOW TIDE,2003.07.26_-12.182_136.782,-0.12049204214995146,-0.7115685516912474,-0.41603029692059945
LOW TIDE,2003.10.31_-32.444_152.528,-0.3503241045913828,-0.536370173530516,-0.44334713906094936
LOW TIDE,2003.11.01_-32.435_152.526,-0.2807707160660865,-0.5208639675329444,-0.40081734179951545
LOW TIDE,2003.11.30_-33.961_115.077,-0.2558828421156212,-0.2558828421156212,-0.2558828421156212
LOW TIDE,2003.12.08_-38.271_144.559,-0.21096716527461168,-0.8441431461658021,-0.527555155720207
LOW TIDE,2004.01.12_-34.597_150.9,-0.3694305368025525,-0.6183653013642479,-0.4938979190834002
LOW TIDE,2004.01.25_-33.136_115.721,0.17687657238123006,-0.20898799196542,-0.07377837204643212
LOW TIDE,2004.02.11_-33.106_151.645,-0.47666905124809433,-0.6155673675897357,-0.546118209418915
LOW TIDE,2004.02.16_-28.179_153.537,-0.4376829576218162,-0.5603295414317184,-0.4990062495267673
LOW TIDE,2004.02.21_-31.967_152.583,-0.6446062828023726,-0.7468937603272805,-0.6957500215648266
LOW TIDE,2004.03.06_34.52_-105.87,-2.255612789692183,-2.792054100444302,-2.5238334450682425
