state,Date_Location,height_high_tide_max,height_high_tide_min,height_high_tide_mean
HIGH TIDE,1971.12.23_-30.924_153.089,0.7373276713376059,0.3473535706505175,0.5423406209940617
HIGH TIDE,1972.02.12_-42.98_145.56,0.3654050257065281,0.3654050257065281,0.3654050257065281
HIGH TIDE,1972.02.20_-38.933_146.367,0.7381160995476642,0.7069885967647104,0.7225523481561873
HIGH TIDE,1972.04.01_-27.487_153.239,1.061049042038438,0.7695608113904847,0.9153049267144613
HIGH TIDE,1972.06.26_-20.918_142.703,1.5870491107634805,1.5870491107634805,1.5870491107634805
HIGH TIDE,1972.10.21_-35.417_150.42,0.7721890964453293,0.5895073306509528,0.6808482135481411
HIGH TIDE,1972.12.08_-33.87_151.202,0.7329582349319484,0.23831636424591507,0.48563729958893176
HIGH TIDE,1972.12.22_-28.133_153.5,1.1355894295378914,0.3355095475320432,0.7355494885349674
HIGH TIDE,1973.08.25_-27.435_153.53,0.9500195262379596,0.2654795040506484,0.607749515144304
HIGH TIDE,1973.08.27_-16.744_145.671,1.4177628812073366,0.7693836721880912,1.093573276697714
HIGH TIDE,1973.11.03_-17.563_139.448,1.2711230432446652,1.2711230432446652,1.2711230432446652
HIGH TIDE,1973.11.25_-31.896_115.958,0.34386884433361803,0.34386884433361803,0.34386884433361803
HIGH TIDE,1974.09.01_-27.731_153.443,0.7726837779868153,0.5001394982775739,0.6364116381321946
HIGH TIDE,1974.12.10_-33.625_115.32,0.3337894418666448,0.3337894418666448,0.3337894418666448
HIGH TIDE,1975.02.07_-28.133_153.5,0.755264199038314,0.22292431261205195,0.48909425582518296
HIGH TIDE,1975.02.09_-38.41_144.183,0.5898705754557351,0.35633678452076345,0.47310367998824926
HIGH TIDE,1975.03.13_-27.96_153.425,0.6052511617374632,0.6052511617374632,0.6052511617374632
HIGH TIDE,1975.03.18_-16.517_139.406,0.5146191589709597,0.5146191589709597,0.5146191589709597
HIGH TIDE,1975.07.05_-31.045_115.353,0.28499020313211215,0.28499020313211215,0.28499020313211215
HIGH TIDE,1975.07.26_-26.65_153.1,0.7451084946266748,0.39723479907255305,0.571171646849614
HIGH TIDE,1975.07.30_-43.358_147.363,0.2723275904044915,0.027278549903917697,0.1498030701542046
HIGH TIDE,1975.10.12_-28.8_153.583,0.5649110363527085,0.15060369592436448,0.3577573661385365
HIGH TIDE,1975.11.07_-27.435_153.53,0.8876733473757149,0.23890204992192085,0.5632876986488179
HIGH TIDE,1975.11.19_-33.782_151.285,0.7392750698372049,0.34121200876600893,0.540243539301607
HIGH TIDE,1975.12.02_-28.17_153.543,0.44395030711448913,0.44395030711448913,0.44395030711448913
HIGH TIDE,1975.12.29_-34.982_138.516,0.5690000566811562,-0.025855897812748597,0.2715720794342038
HIGH TIDE,1976.06.01_-27.532_153.463,0.8182221662493135,0.25113435711757687,0.5346782616834452
HIGH TIDE,1976.11.26_-27.967_153.416,0.8412826580091177,0.25261050685249387,0.5469465824308057
HIGH TIDE,1976.12.29_-26.799_153.133,0.4139983020204703,0.3505684662606829,0.3822833841405766
HIGH TIDE,1977.02.04_-38.347_144.728,0.7958398259162399,0.46957486159123485,0.6327073437537374
HIGH TIDE,1977.02.26_-28.273_153.581,0.4274433757562636,0.1515621438335886,0.2895027597949261
HIGH TIDE,1977.03.13_-27.087_153.415,0.7069239936264151,0.2816401444666059,0.49428206904651056
HIGH TIDE,1977.04.26_-28.149_153.418,0.5118065522969759,0.1378463397565327,0.3248264460267543
HIGH TIDE,1977.05.16_-27.974_153.418,0.7556590654303524,0.398213088665648,0.5769360770480002
HIGH TIDE,1977.08.23_-26.386_153.092,0.6725445717692676,0.2771302024775965,0.47483738712343204
HIGH TIDE,1978.09.02_-43.17_147.44,0.3239200320795948,0.09597900256526967,0.20994951732243222
HIGH TIDE,1978.12.29_-26.986_153.133,1.1336417665603382,0.5654890718101226,0.8495654191852304
HIGH TIDE,1979.09.14_-28.647_153.602,0.540779894674501,0.1573752287850791,0.3490775617297901
HIGH TIDE,1981.02.07_-32.015_115.531,0.22720423444608237,-0.01488836314539692,0.10615793565034272
HIGH TIDE,1981.02.16_-32.025_115.75,0.3139469653032241,0.3139469653032241,0.3139469653032241
HIGH TIDE,1981.12.13_-16.76_145.974,1.2801446685690532,0.3310690956445726,0.8056068821068129
HIGH TIDE,1982.02.28_-43.63_146.79,0.15947301627134494,0.05740872723097803,0.10844087175116149
HIGH TIDE,1982.03.07_-28.652_153.628,0.9307231349669021,0.4034552892964476,0.6670892121316748
HIGH TIDE,1984.11.30_-21.063_149.188,1.4702289633686674,0.6326346818664265,1.051431822617547
HIGH TIDE,1985.11.11_-23.842_151.25,1.7160560051241642,1.5218377002133758,1.61894685266877
HIGH TIDE,1986.05.18_-33.833_151.28,0.4918328816527464,0.2985654462566061,0.39519916395467625
HIGH TIDE,1986.07.26_-32.006_115.507,0.10710900699756494,-0.018708342558324015,0.04420033221962046
HIGH TIDE,1986.08.03_-33.833_151.28,0.6676101589636104,0.1578765949874479,0.41274337697552915
HIGH TIDE,1986.10.01_-12.189_96.829,0.35384833276720173,0.22598992152461383,0.2899191271459078
HIGH TIDE,1987.03.30_-33.887_121.842,0.3018289540549991,0.1358006969430276,0.21881482549901335
HIGH TIDE,1987.09.18_-35.05_138.517,0.31602451391388653,0.31602451391388653,0.31602451391388653
HIGH TIDE,1987.12.13_-35.081_150.489,0.3896457692637816,0.2825804796167685,0.3361131244402751
HIGH TIDE,1988.10.06_-36.121_144.753,0.30755531146760173,0.27005144219696475,0.28880337683228324
HIGH TIDE,1989.03.04_-18.086_122.283,1.132593558740296,-0.5820800511788298,0.3192764994618346
HIGH TIDE,1989.08.06_-27.312_153.345,0.7733338699808265,0.6177666187363037,0.695550244358565
HIGH TIDE,1989.10.22_-41.435_148.277,0.4452797201466425,0.21634504005109476,0.33081238009886865
HIGH TIDE,1989.10.29_-14.181_132.191,2.3343315678231003,1.910193609182867,2.1222625885029838
HIGH TIDE,1989.12.03_-12.333_136.817,0.5855512753408569,0.508671210891519,0.547111243116188
HIGH TIDE,1990.04.06_-28.2_153.567,0.681192017935916,0.423980530296643,0.5525862741162795
HIGH TIDE,1990.04.07_-28.2_153.567,0.674664607291834,0.5312509576015266,0.6029577824466803
HIGH TIDE,1990.04.09_-28.164_153.548,0.6915575913722736,0.5989487708278545,0.645253181100064
HIGH TIDE,1990.05.10_-16.484_145.461,0.7858492798667149,0.7858492798667149,0.7858492798667149
HIGH TIDE,1990.10.25_-35.512_138.762,0.3206440789142138,0.02030525182737021,0.170474665370792
HIGH TIDE,1990.10.27_-28.048_153.422,0.5189979359851764,0.04925865857703654,0.28412829728110645
HIGH TIDE,1990.11.28_-28.004_153.371,0.5038240114725686,0.481046252518242,0.49243513199540534
HIGH TIDE,1991.01.09_-31.898_115.772,0.21838335654921076,0.21838335654921076,0.21838335654921076
HIGH TIDE,1991.01.19_-28.048_153.422,0.8239964855183123,0.3679046512441482,0.5959505683812303
HIGH TIDE,1991.03.03_-34.596_150.902,0.6052058469049191,0.6000283600807051,0.6026171034928121
HIGH TIDE,1991.08.30_-27.47_153.025,0.8955866994304871,0.8955866994304871,0.8955866994304871
HIGH TIDE,1991.09.08_-35.271_138.444,0.8697939407477187,0.47107321770518157,0.6704335792264501
HIGH TIDE,1992.01.29_-28.179_153.537,0.5651780612551487,0.11375725921516455,0.3394676602351566
HIGH TIDE,1992.02.09_-42.989_147.522,0.2284810380747161,0.09798231841369724,0.16323167824420667
HIGH TIDE,1992.03.10_-38.283_144.6,1.05206774569435,0.850203379573179,0.9511355626337645
HIGH TIDE,1992.10.01_-27.027_153.451,0.7317507209230387,0.20263901988919583,0.4671948704061173
HIGH TIDE,1992.10.15_-33.63_151.33,0.7091726249437552,0.3130604144348666,0.5111165196893109
HIGH TIDE,1993.02.04_-26.682_153.118,0.986109083961911,0.3282525257160026,0.6571808048389568
HIGH TIDE,1993.06.05_-40.942_146.985,1.2552003328492018,1.1910895425093986,1.2231449376793002
HIGH TIDE,1993.06.09_-28.644_153.615,0.6707203363128894,0.23428533664130094,0.45250283647709516
HIGH TIDE,1993.08.14_-32.006_115.507,0.2698878557076234,0.2698878557076234,0.2698878557076234
HIGH TIDE,1993.11.21_-18.086_122.283,2.0960084075947667,1.7981624521537631,1.947085429874265
