Date_Location,timestamp,datetime,datum,LAT,HAT
2013.12.05_-31.454_152.931,1386162000,2013-12-04T13:00:00+00:00,MSL,-0.8706361389160157,1.1227922058105468
2013.11.30_-30.238_153.152,1385730000,2013-11-29T13:00:00+00:00,MSL,-0.8831208801269531,1.1386772918701171
2013.11.23_-33.864_114.988,1385136000,2013-11-22T16:00:00+00:00,MSL,-0.4978323745727539,0.5088227462768554
2013.11.12_-31.878_115.752,1384185600,2013-11-11T16:00:00+00:00,MSL,-0.4369647216796875,0.4655389404296875
2013.10.28_-22.096_113.889,1382889600,2013-10-27T16:00:00+00:00,MSL,-0.8253414916992188,0.8297767639160156
2013.10.26_-31.812_115.709,1382716800,2013-10-25T16:00:00+00:00,MSL,-0.43754703521728516,0.465466194152832
2013.10.24_-33.71_151.303,1382533200,2013-10-23T13:00:00+00:00,MSL,-0.8651046752929688,1.0526553344726564
2013.08.25_-31.253_146.921,1377374400,2013-08-24T20:00:00+00:00,MSL,-0.8662629699707032,1.0545095825195312
2013.07.02_-38.474_145.022,1372687200,2013-07-01T14:00:00+00:00,MSL,-1.540248565673828,1.4043951416015625
2013.06.06_-35.071_150.783,1370440800,2013-06-05T14:00:00+00:00,MSL,-0.8486609649658203,1.0114490509033203
2013.04.28_-30.157_153.15,1367071200,2013-04-27T14:00:00+00:00,MSL,-0.8831946563720703,1.138968505859375
2013.04.21_-31.844_152.727,1366466400,2013-04-20T14:00:00+00:00,MSL,-0.873302001953125,1.1177643585205077
2013.04.02_-31.951_115.86,1364832000,2013-04-01T16:00:00+00:00,MSL,-0.43631591796875,0.46526737213134767
2013.03.10_-28.802_114.619,1362844800,2013-03-09T16:00:00+00:00,MSL,-0.47689582824707033,0.4987537384033203
2013.01.26_-38.385_141.565,1359118800,2013-01-25T13:00:00+00:00,MSL,-0.5818222045898438,0.5959942626953125
2013.01.25_-26.365_152.968,1359036000,2013-01-24T14:00:00+00:00,MSL,-0.9437657165527343,1.2187022399902343
2013.01.21_-26.807_153.132,1358690400,2013-01-20T14:00:00+00:00,MSL,-0.9471244049072266,1.2240269470214844
2013.01.05_-20.385_116.876,1357315200,2013-01-04T16:00:00+00:00,MSL,-2.3842848205566405,2.355214080810547
2012.12.30_-33.746_151.304,1356786000,2012-12-29T13:00:00+00:00,MSL,-0.8621099853515625,1.0487445831298827
2012.12.28_-31.735_152.792,1356613200,2012-12-27T13:00:00+00:00,MSL,-0.872219467163086,1.1172157287597657
2012.12.19_-31.878_115.752,1355846400,2012-12-18T16:00:00+00:00,MSL,-0.4369647216796875,0.4655389404296875
2012.12.02_-35.272_150.516,1354366800,2012-12-01T13:00:00+00:00,MSL,-0.8454113006591797,1.0022213745117188
2012.11.27_-26.682_153.118,1353938400,2012-11-26T14:00:00+00:00,MSL,-0.941897201538086,1.2162120056152343
2012.10.02_-31.779_115.733,1349107200,2012-10-01T16:00:00+00:00,MSL,-0.4383910369873047,0.4657600784301758
2012.08.11_-31.76_115.733,1344614400,2012-08-10T16:00:00+00:00,MSL,-0.4383910369873047,0.4657600784301758
2012.07.31_-32.797_134.211,1343687400,2012-07-30T22:30:00+00:00,MSL,-0.7627053833007813,1.0098590087890624
2012.07.14_-30.828_115.188,1342216800,2012-07-13T22:00:00+00:00,MSL,-0.4381489944458008,0.46111953735351563
